Diseases,TB,,,,,,,,,,,,,,Malaria,,,,,,,,,,,,,,HIV,,,,,,,,,,,Roundworm,,,Hookworm,,Whipworm,,,Schistosomiasis,Onchocerciasis,LF,,
Companies,F. Hoffmann-La Roche Ltd,Pfizer Inc.,Sanofi,Merck,Merck,Pfizer Inc.,Pfizer Inc.,Pfizer Inc.,Bristol-Myers Squibb,Eli Lilly and Company,Daiichi Sankyo,Bayer Healthcare,"Kyorin Pharmaceutical Co., Ltd.",Daiichi Sankyo,Novartis,"Guilin Pharmaceutical Co., Ltd.",Artepharm,Sanofi,Sanofi,Sanofi,Sanofi,Sanofi,GlaxoSmithKline,Bayer Healthcare,Sanofi,Chongqing Holley Pharmaceutical Co. Ltd and Sigma Tau Industrie Farmaceutiche,Taisho Pharmaceuticals,Pfizer Inc.,Shire Pharmaceuticals,GlaxoSmithKline,GlaxoSmithKline,Bristol-Myers Squibb,Bristol-Myers Squibb,Merck,"Gilead Sciences, Inc.",Abbott Laboratories,Boehringer Ingelheim,Bristol-Myers Squibb,"Gilead Sciences, Inc.",GlaxoSmithKline,Johnson and Johnson,Merck,GlaxoSmithKline,Johnson and Johnson,GlaxoSmithKline,Johnson and Johnson,Merck,Bayer Healthcare,Merck,GlaxoSmithKline,Merck,Pfizer Inc.
Drugs,Isoniazid (H or INH),Ethambutol (E or EMB),RIfampicin (R or RMP),Pyrazinamide (Z or PZA),Streptomycin (S or STR),Ethionamide (Eto),p-aminosalicylic acid (PAS),Cycloserine (Cs),Amikacin (Amk),Capreomycin (Cm),Levofloxacin (Lfx),Moxifloxacin (Mfx),Gatifloxacin (Gfx),Ofloxacin (Ofx),Artemether-Lumefantrine (AL),Artemether (AM),Artemisinin + Piperaquine (ART + PPQ),Artesunate + Amodiaquine + Primaquine (AS + AQ + PQ),Artesunate/Amodiaquine (AS + AQ),Artesunate + Mefloquine + Primaquine (AS + MQ + PQ),Artesunate / Sulfadoxine-pyrimethamine (AS + SP),Artesunate + Sulfadoxine + Primaquine (AS + SP + PQ),Atovaquone + Proguanil (AT + PG),Chloroquine (CQ),Chloroquine + Primaquine (CQ + PQ),DHA-Piperaquine (DHA-PPQ),Clarithromycin (CL),Doxycycline (D),Lamivudine (3TC),Abacavir (ABC),Zidovudine (AZT),Didanosine (ddl),Stavudine (d4t),Efavirenz (EFV),Emtricitabine (FTC),Lopinavir / Ritonavir (LPV/r),Nevirapine (NVP),Atazanafir/Ritonavir (ATV/r),Tenofovir (TDF),Albendazole (ALB),Mebendazole (MBD),Ivermectin (IVM),Albendazole (ALB),Mebendazole (MBD),Albendazole (ALB),Mebendazole (MBD),Ivermectin (IVM),Praziquantel (PZQ),Ivermectin (IVM),Albendazole (ALB),Ivermectin (IVM),Diethylcarbamazine (DEC)
Mongolia,3535.333285,3535.333285,3535.333285,3573.15991,40.50582898,66.60903188,66.60903188,70.94441201,1.44512671,1.44512671,67.69287691,1.083845033,1.083845033,1.083845033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.757107285,0.003246598,0.280481947,8.72E-06,4.45E-05,0.587467312,0.212852039,0.062642685,0.308205335,0.011651528,0.707360712,0,0,0,0,0,0,0,0,0,0,0,0,0
Montenegro,28.3188775,28.3188775,28.3188775,28.3188775,0,0,0,0.056127967,0.018709322,0.018709322,0.014031992,0.014031992,0.014031992,0.014031992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Montserrat,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Morocco,22027.73796,22027.73796,22027.73796,22562.40943,550.0976027,701.7814747,701.7814747,748.8795315,15.69935228,15.69935228,713.5559889,11.77451421,11.77451421,11.77451421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,264.677001,15.11991263,112.8092048,0.40937437,2.114539936,174.5439847,60.19092333,27.98262659,119.3370975,3.357864452,201.3737305,0,0,0,0,0,0,0,0,41.6376569,0,0,0,0
Mozambique,92525.49195,92525.49195,92525.49195,93871.65682,1446.549789,2589.994744,2589.994744,2757.268158,55.75780465,55.75780465,2631.813098,41.81835349,41.81835349,41.81835349,399309.014,0,0,0,0,0,0,0,0,0,0,0,0,0,174711.666,21562.33088,82863.26482,623.4167582,3202.534516,94559.13301,29259.12098,23538.03172,84823.092,1589.081004,99916.37334,562.671191,0,216.7788701,1155.462449,0,1219.818156,0,486.7607053,387.2401409,0,80.39646067,80.39646067,0
Myanmar,142131.9301,142131.9301,142131.9301,146343.5187,4536.649426,8492.764783,8492.764783,9039.150587,182.1286015,182.1286015,8629.361234,136.5964511,136.5964511,136.5964511,10170.46811,9019.564994,0,0,0,0,0,0,0,12972.70156,25945.40311,9878.503171,0,0,5782.986053,118.4162592,2232.46221,2.823091125,14.53999642,4291.7957,1533.900014,519.677979,2423.632421,84.2187594,5107.555767,0,0,0,0,0,0,0,0,0,0,44.79909549,44.79909549,0
Namibia,11687.76154,11687.76154,11687.76154,11687.76154,0,0,0,0,0,0,0,0,0,0,2849.594579,0,0,0,0,0,0,0,0,0,0,0,0,0,7435.697664,632.2347537,3355.426982,17.57211105,90.76516087,4500.157258,1475.317363,851.6514448,3496.18708,78.19938056,4994.039502,0,0,0,0,0,0,0,0,77.26237918,0,0,0,0
Nauru,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nepal,82435.92281,82435.92281,82435.92281,83957.36843,1650.595327,3210.556874,3210.556874,3416.371606,68.60491075,68.60491075,3262.010557,51.45368306,51.45368306,51.45368306,706.453412,0,0,0,0,0,0,0,0,2451.164999,4902.329997,0,0,0,171.4180882,8.601728018,70.79327177,0.236107096,1.213072285,116.7953011,40.7230097,17.92559698,75.33175549,2.292410147,135.9562114,327.5411615,0,138.6272717,1578.002614,0,92.98219778,0,53.74051905,0,0,82.57428187,11.27098206,71.30329981
Netherlands,287.3069791,287.3069791,287.3069791,288.1501728,1.064887461,2.850914747,2.850914747,3.028372887,0.059152713,0.059152713,2.895279282,0.044364535,0.044364535,0.044364535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
New Caledonia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
New Zealand,83.21957278,83.21957278,83.21957278,83.21957278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.291507296,0.005153013,0.480336196,0,0,0.999201254,0.363711148,0.108350697,0.527397114,0.020269379,1.206541927,0,0,0,0,0,0,0,0,0,0,0,0,0
Nicaragua,1314.669505,1314.669505,1314.669505,1349.157013,36.92404616,64.71028053,64.71028053,68.89847422,1.396064564,1.396064564,65.75732895,1.047048423,1.047048423,1.047048423,0,0,0,0,0,0,0,0,0,0.346117487,0.692234974,0,0,0,144.5261236,3.025833889,56.04175278,0.072480232,0.372978364,106.7787776,38.32537662,13.21759793,60.77207289,2.14566534,127.387529,0,0,0,0,0,0,0,0,0,0,0,0,0
Niger,57558.43355,57558.43355,57558.43355,59008.48878,1575.544106,3272.082682,3272.082682,3480.791885,69.56973439,69.56973439,3324.259982,52.17730079,52.17730079,52.17730079,466676.4241,0,0,0,0,0,0,0,0,0,0,0,0,0,3195.15594,240.4525233,1362.004821,6.979718008,35.64630425,2051.180976,694.7204863,374.4828529,1430.981479,39.26063087,2330.759336,0,0,0,0,0,0,0,0,479.8998106,0,8.615316547,8.615316547,0
Nigeria,146774.1994,146774.1994,146774.1994,151271.1374,4599.433638,5903.496843,5903.496843,6299.684768,132.0626416,132.0626416,6002.543825,99.04698123,99.04698123,99.04698123,5578302.707,0,0,0,5578302.707,0,0,0,0,0,0,0,0,0,11257.84496,45.09530483,4191.03417,0,0,8702.904057,3170.698127,947.6507347,4600.61572,177.3725727,10514.54111,0,0,0,0,0,0,0,0,20801.15966,0,792.3475692,792.3475692,0
Niue,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Northern Mariana Islands,13.33281094,13.33281094,13.33281094,13.33281094,0,0,0,0.026425609,0.008808536,0.008808536,0.006606402,0.006606402,0.006606402,0.006606402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1419708,0.000566452,0.052801648,0,0,0.109838638,0.039981472,0.011910606,0.057974888,0.002228141,0.13263086,0,0,0,0,0,0,0,0,0,0,0,0,0
Norway,121.9774202,121.9774202,121.9774202,122.3078005,0.451619479,1.408141093,1.408141093,1.494893487,0.028917465,0.028917465,1.429829192,0.021688098,0.021688098,0.021688098,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Oman,282.0304017,282.0304017,282.0304017,282.6201574,0.880471801,3.320047756,3.320047756,3.522613216,0.06752182,0.06752182,3.370689121,0.050641365,0.050641365,0.050641365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pakistan,439458.125,439458.125,439458.125,442852.9506,3470.698043,5096.655624,5096.655624,5433.60641,112.3169287,112.3169287,5180.893321,84.23769652,84.23769652,84.23769652,0,0,0,0,0,0,0,11767.7874,0,27028.57457,54057.14913,0,0,0,26.03032728,1.132068278,10.5166319,0.031622367,0.161248228,18.13231232,6.422982418,2.735208419,11.23816297,0.374943275,21.358864,0,0,0,0,0,0,0,0,0,0,0,0,0
Palau,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Panama,1549.767981,1549.767981,1549.767981,1558.304155,10.7456883,31.2240325,31.2240325,33.16031025,0.645425916,0.645425916,31.70810194,0.484069437,0.484069437,0.484069437,0,0,0,0,0,0,0,0,0,0.242352084,0.484704167,0,0,0,85.35176968,0.814794551,31.92817627,0.01420836,0.073358486,65.5112959,23.51200229,7.12932548,34.97327945,1.262145399,78.3561765,0,0,0,0,0,0,0,0,0,0,0,0,0
Papua New Guinea,3576.024574,3576.024574,3576.024574,3692.156362,119.0282236,150.9313819,150.9313819,161.0726172,3.380411776,3.380411776,153.4666907,2.535308832,2.535308832,2.535308832,1633.349558,0,0,0,0,0,0,0,0,0,0,10821.84003,0,0,488.0574789,11.52414897,187.9681507,0.291612756,1.493543287,361.5831784,128.4103185,44.26400007,203.9210501,6.951483027,428.4318557,9.60127243,0,3.268538309,45.58453543,0,0,0,0,0,0,12.14110521,4.350441359,7.790663851
Paraguay,2003.624687,2003.624687,2003.624687,2005.598878,2.76687917,9.885532813,9.885532813,10.49095471,0.201807298,0.201807298,10.03688829,0.151355473,0.151355473,0.151355473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,257.9634579,8.783724323,102.8867167,0.231167636,1.187694302,183.9926043,65.25746928,25.15387146,110.6061045,3.668045595,217.2787802,0,0,0,0,0,0,0,0,0,0,0,0,0
Peru,15006.97943,15006.97943,15006.97943,15200.25599,222.2279317,514.9200971,514.9200971,547.399677,10.82652665,10.82652665,523.0399921,8.119894985,8.119894985,8.119894985,0,0,0,0,0,0,0,0,0,1.196234848,2.392469695,0,0,0,959.7931793,10.39263805,360.6671473,0.19594433,1.010500031,733.3235503,263.3556617,81.18496645,394.5760972,14.23349847,877.152405,0,0,0,0,0,0,0,0,0,0,0,0,0
Philippines,162824.6015,162824.6015,162824.6015,170162.6233,7477.267264,9159.726138,9159.726138,9778.207342,206.1604013,206.1604013,9314.346439,154.6203009,154.6203009,154.6203009,4740.192129,0,0,0,0,0,0,0,0,780.7375272,1561.475054,0,0,0,1047.283332,38.71176356,416.0661096,1.061561855,5.416926135,745.7681278,264.1299542,104.6894466,446.9414811,14.93127279,879.5024512,0,0,0,0,0,0,0,0,2044.105762,0,15.53010748,15.53010748,0
Poland,3828.130026,3828.130026,3828.130026,3830.375378,3.364407501,12.61524575,12.61524575,13.38498384,0.256579361,0.256579361,12.80768028,0.192434521,0.192434521,0.192434521,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Portugal,1130.828209,1130.828209,1130.828209,1132.026707,1.691882226,5.800337484,5.800337484,6.155987915,0.118550144,0.118550144,5.889250092,0.088912608,0.088912608,0.088912608,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Puerto Rico,115.4167953,115.4167953,115.4167953,115.4167953,0,0,0,0.228755892,0.076251964,0.076251964,0.057188973,0.057188973,0.057188973,0.057188973,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.54342352,0.105906183,9.872005452,0,0,20.53586701,7.475094462,2.226854192,10.83921477,0.416582017,24.7971912,0,0,0,0,0,0,0,0,0,0,0,0,0
Qatar,103.0305226,103.0305226,103.0305226,103.0305226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.715752651,0.002855797,0.266202062,0,0,0.553756799,0.201568523,0.060047898,0.292283198,0.011233279,0.668664889,0,0,0,0,0,0,0,0,0,0,0,0,0
Republic of Korea,28463.73616,28463.73616,28463.73616,28625.80217,201.0367152,565.7989513,565.7989513,600.9626117,11.72122015,11.72122015,574.5898664,8.790915112,8.790915112,8.790915112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Republic of Moldova,1245.048173,1245.048173,1245.048173,1424.473537,185.498311,295.4089536,295.4089536,314.7580118,6.449686062,6.449686062,300.2462182,4.837264547,4.837264547,4.837264547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Romania,7969.025457,7969.025457,7969.025457,8057.65509,99.91994231,229.9688456,229.9688456,244.4986931,4.843282514,4.843282514,233.6013075,3.632461885,3.632461885,3.632461885,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Russia,73667.60146,73667.60146,73667.60146,78599.2291,5489.026096,11583.18175,11583.18175,12319.90856,245.5756016,245.5756016,11767.36345,184.1817012,184.1817012,184.1817012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rwanda,27187.72242,27187.72242,27187.72242,27187.72242,0,0,0,0,0,0,0,0,0,0,13478.0046,0,0,0,0,0,0,0,0,0,0,0,0,0,4443.186966,402.6075605,1989.812853,11.38995099,58.65413808,2686.538773,870.1717346,520.4848907,2070.953666,45.22083944,2957.016385,4533.795291,6419.740768,0,3191.721537,1967.042607,68.02904491,56.61486876,0,0,0,0,0,0
Saint Kitts and Nevis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Saint Lucia,41.70092799,41.70092799,41.70092799,41.70092799,0,0,0,0.082651168,0.027550389,0.027550389,0.020662792,0.020662792,0.020662792,0.020662792,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.15926499,0.111040128,11.24565922,0,0,24.65781241,8.725119468,2.371361002,12.41779713,0.43741392,29.32286424,0,0,0,0,0,0,0,0,0,0,0,0,0
Saint Vincent and the Grenadines,21.988036,21.988036,21.988036,21.988036,0,0,0,0.04358025,0.01452675,0.01452675,0.010895062,0.010895062,0.010895062,0.010895062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.81861243,0.020735389,2.099989602,0,0,4.604545511,1.629309568,0.442822724,2.318872052,0.081681711,5.475687003,0,0,0,0,0,0,0,0,0,0,0,0,0
Samoa,34.77294653,34.77294653,34.77294653,34.77294653,0,0,0,0.068919921,0.022973307,0.022973307,0.01722998,0.01722998,0.01722998,0.01722998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.722184313,0.002881459,0.26859412,0,0,0.558732787,0.203379792,0.060587481,0.294909617,0.01133422,0.674673426,0,0,0,0,0,0,0,0,0,0,0.100477229,0.033018315,0.067458915
San Marino,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sao Tome and Principe,160.2272591,160.2272591,160.2272591,160.2272591,0,0,0,0.317570155,0.105856718,0.105856718,0.079392539,0.079392539,0.079392539,0.079392539,0,0,0,0,99.49327252,0,0,0,0,0,0,0,0,0,0.598309971,0.002389298,0.222570451,0,0,0.462812802,0.168498133,0.050232483,0.24436463,0.009398189,0.558916951,30.67562633,0,11.82108803,4.018489604,0,3.79744984,0,1.515461008,19.87960522,0,1.390418957,1.390418957,0
Saudi Arabia,4807.055858,4807.055858,4807.055858,4826.365557,22.94428292,66.7207116,66.7207116,70.86938716,1.382891854,1.382891854,67.75788049,1.03716889,1.03716889,1.03716889,0,0,0,0,0,0,0,66.95887175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Senegal,56658.35589,56658.35589,56658.35589,56658.35589,0,0,0,0,0,0,0,0,0,0,21161.10138,0,0,0,21394.80166,0,0,0,0,0,0,0,0,0,2452.079666,144.9316484,1014.788751,4.123448059,21.08588751,1649.464793,567.0587164,265.5696227,1076.333084,31.33297855,1899.787,0,0,0,0,0,0,0,0,2775.041427,0,12.98091187,12.98091187,0
Serbia,947.9922686,947.9922686,947.9922686,948.721617,1.105242887,4.131198899,4.131198899,4.383208039,0.084003047,0.084003047,4.194201184,0.063002285,0.063002285,0.063002285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Seychelles,10.15659703,10.15659703,10.15659703,10.15659703,0,0,0,0.020130358,0.006710119,0.006710119,0.00503259,0.00503259,0.00503259,0.00503259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.48475439,0.033883115,3.15631647,0,0,6.563241708,2.389506017,0.712356971,3.465384114,0.133277614,7.926114027,1.078608873,0,0.415552842,1.571790845,0,3.435382115,0,1.370867463,0,0,0,0,0
Sierra Leone,15780.57621,15780.57621,15780.57621,15780.57621,0,0,0,0,0,0,0,0,0,0,77319.02046,0,0,0,77319.02046,0,0,0,0,0,0,0,0,0,230.2234911,7.360091408,90.63988168,0.197616233,1.008822266,166.0107626,59.07059482,22.45510779,97.66524988,3.333678649,196.5568791,0,0,0,0,0,0,0,0,63.29730796,0,10.96107054,10.96107054,0
Singapore,303.7645722,303.7645722,303.7645722,303.9371724,0.273624271,1.120562726,1.120562726,1.188655275,0.022697516,0.022697516,1.137585863,0.017023137,0.017023137,0.017023137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.229570473,0.009057427,0.832831222,0,0,1.7186563,0.628114769,0.189935867,0.913474794,0.035618281,2.080474685,0,0,0,0,0,0,0,0,0,0,0,0,0
Sint Maarten (Dutch part),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Slovakia,202.9356107,202.9356107,202.9356107,204.7128157,2.363623833,6.990202957,6.990202957,7.422285407,0.144027483,0.144027483,7.098223569,0.108020613,0.108020613,0.108020613,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Slovenia,74.01800833,74.01800833,74.01800833,74.01800833,0,0,0,0.146703567,0.048901189,0.048901189,0.036675892,0.036675892,0.036675892,0.036675892,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Solomon Islands,452.421741,452.421741,452.421741,453.0919826,0.681029937,0.767692552,0.767692552,1.311409927,0.181239125,0.181239125,0.903621896,0.135929344,0.135929344,0.135929344,284.0885601,0,0,0,0,0,0,0,0,0,0,0,0,0,13.46047936,0.053706259,5.006208998,0,0,10.41397745,3.790707505,1.129263709,5.496692112,0.211253595,12.57494461,0.047978882,0,0.016360003,4.650188382,0,0.639647627,0,0.3093599,0,0,0,0,0
Somalia,74136.21534,74136.21534,74136.21534,74136.21534,0,0,0,0,0,0,0,0,0,0,832.0145444,0,0,0,0,0,32354.66687,0,0,0,0,0,0,0,245.7611043,18.57764675,104.7860002,0.542837686,2.7676375,157.3794608,53.61961318,29.336359,110.0154743,3.118358944,179.5088062,0,0,0,0,0,0,0,0,3707.893036,0,0,0,0
South Africa,243878.679,243878.679,243878.679,245146.2599,1356.272687,2132.345342,2132.345342,2271.724574,46.45974407,46.45974407,2167.19015,34.84480806,34.84480806,34.84480806,904.6407359,0,0,0,0,0,0,0,0,0,0,0,397.206915,403.7605444,30935.21522,3314.396912,14444.81091,94.25752379,485.3922392,17476.86185,5577.15194,3925.116726,14886.25181,305.5632718,18926.67404,294.6474879,316.0079939,0,1475.188921,1181.006544,968.4318502,970.1263898,0,0,0,0,0,0
South Sudan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93316.63877,0,0,0,0,0,0,0,0,0,2371.793059,90.36534773,947.6979003,2.488456247,12.689093,1677.437735,596.5487217,242.1918011,1016.322424,34.53949793,1983.038248,0,0,0,0,0,0,0,0,1288.186404,0,0.35730304,0.35730304,0
Spain,1739.011749,1739.011749,1739.011749,1739.011749,0,0,0,0.211607562,0.070535854,0.070535854,0.052901891,0.052901891,0.052901891,0.052901891,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6334.806294,64.86950277,2360.516372,1.197157128,6.183671331,4874.832017,1737.713286,520.5550115,2587.028538,91.13820963,5807.884828,0,0,0,0,0,0,0,0,0,0,0,0,0
Sri Lanka,4945.17386,4945.17386,4945.17386,4946.486367,2.053454777,7.927055847,7.927055847,8.409709666,0.160884606,0.160884606,8.047719302,0.120663455,0.120663455,0.120663455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.849787,1.470348101,8.949992724,0.041669581,0.213722588,13.39343153,4.573784409,2.393573939,9.410570457,0.261992474,15.31112349,0,0,0,0,0,0,0,0,0,0,0,0,0
Sudan,16687.42751,16687.42751,16687.42751,16904.73563,226.2102871,383.3823547,383.3823547,408.3312601,8.316301796,8.316301796,389.619581,6.237226347,6.237226347,6.237226347,750.852402,0,0,0,0,0,29198.5032,0,0,0,0,0,0,0,102.1221689,5.314618139,41.92901008,0.150505187,0.768104902,69.54352699,24.38848496,11.09416144,44.58302876,1.419952268,81.24256203,0,0,0,0,0,0,0,0,224.0683119,0,0.434616739,0.434616739,0
Suriname,64.02596661,64.02596661,64.02596661,64.02596661,0,0,0,0.126899357,0.042299786,0.042299786,0.031724839,0.031724839,0.031724839,0.031724839,0.082036971,0,0,0,0,0,0,0,0,0.126029208,0.252058416,0,0,0,21.25613721,0.38287626,8.155657133,0.008746472,0.045178121,15.89574247,5.674230539,1.863203802,8.871756072,0.307221282,18.91441196,0,0,0,0,0,0,0,0,0,0,0,0,0
Swaziland,7452.938799,7452.938799,7452.938799,7702.774287,269.3056743,470.2504501,470.2504501,500.6779059,10.14248525,10.14248525,477.857314,7.606863938,7.606863938,7.606863938,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2188.450988,175.7449135,964.7063055,4.927317728,25.38854911,1361.400613,450.1677767,248.4482106,1009.12217,23.90434991,1521.642289,25.70599428,27.71038113,0,237.3740904,188.7662828,28.26442591,39.12716612,0,0,0,0,0,0
Sweden,214.4133124,214.4133124,214.4133124,215.3979507,1.256969163,3.441133641,3.441133641,3.654984804,0.071283721,0.071283721,3.494596432,0.053462791,0.053462791,0.053462791,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Switzerland,128.6321048,128.6321048,128.6321048,129.6376013,1.188249689,2.630090071,2.630090071,2.796178979,0.055362969,0.055362969,2.671612298,0.041522227,0.041522227,0.041522227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Syrian Arab Republic,542.0139726,542.0139726,542.0139726,553.8723477,12.94169886,39.57316645,39.57316645,42.03804809,0.821627214,0.821627214,40.18938686,0.616220411,0.616220411,0.616220411,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tajikistan,5252.55447,5252.55447,5252.55447,5362.095877,115.824407,177.1369528,177.1369528,188.7596651,3.874237423,3.874237423,180.0426309,2.905678067,2.905678067,2.905678067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85.59264437,10.75131439,42.58490228,0.302851582,1.56431817,43.64596991,13.49700813,11.5525002,43.37718652,0.775622297,45.93105323,0,0,0,0,0,0,0,0,0,0,0,0,0
Tanzania,101724.6257,101724.6257,101724.6257,102491.1233,793.6142339,1147.362331,1147.362331,1223.240418,25.29269567,25.29269567,1166.331853,18.96952176,18.96952176,18.96952176,260861.3813,0,0,0,0,0,0,0,0,0,0,0,0,0,4516.525599,18.03634493,1680.141048,0,0,3493.683827,1271.959635,379.1952424,1844.661064,70.94510072,4219.155353,0,0,0,0,0,0,0,0,9976.079127,0,58.8635284,58.8635284,0
Thailand,38644.38157,38644.38157,38644.38157,38791.9714,182.8863314,608.8688712,608.8688712,646.4293503,12.52015971,12.52015971,618.2589909,9.390119781,9.390119781,9.390119781,0,0,0,0,0,0,0,0,0,1021.206545,2042.41309,0,0,0,11191.26344,54.65159636,4124.469531,0.351720713,1.816741711,8716.229597,3134.057762,906.1863289,4536.341961,166.8671607,10447.9595,0,0,0,0,0,0,0,0,0,0,0,0,0
The Former Yugoslav Republic of Macedonia,324.1308845,324.1308845,324.1308845,324.7614541,0.860122163,3.17669729,3.17669729,3.371208457,0.064837056,0.064837056,3.225325082,0.048627792,0.048627792,0.048627792,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Timor-Leste,1044.436586,1044.436586,1044.436586,1045.258819,0.835467623,0.999625863,0.999625863,2.935145521,0.645173219,0.645173219,1.483505778,0.483879915,0.483879915,0.483879915,111.8603093,0,0,0,0,0,0,0,0,23.45774886,46.91549772,0,0,0,4.048059618,0.016444873,1.512107592,0,0,3.120432051,1.140419674,0.344851945,1.658525923,0.064669373,3.777357862,0,0,0,0,0,0,0,0,0,0,134.1476865,18.12480918,116.0228773
