Disease,TB,,,,,,,,,,,,,,Malaria,,,,,,,,,,,,,,,HIV,,,,,,,,,,,Roundworm,,,Hookworm,,Whipworm,,,Schistosomiasis,Onchocerciasis,LF,,
Company,F. Hoffmann-La Roche Ltd,Pfizer Inc.,Sanofi,Merck,Merck,Pfizer Inc.,Pfizer Inc.,Pfizer Inc.,Bristol-Myers Squibb,Eli Lilly and Company,Daiichi Sankyo,Bayer Healthcare,"Kyorin Pharmaceutical Co., Ltd.",Daiichi Sankyo,Novartis,"Guilin Pharmaceutical Co., Ltd.",Artepharm,Sanofi,Sanofi,Sanofi,Sanofi,Sanofi,GlaxoSmithKline,Bayer Healthcare,Sanofi,Chongqing Holley Pharmaceutical Co. Ltd and Sigma Tau Industrie Farmaceutiche,Taisho Pharmaceuticals,Pfizer Inc.,"Guilin Pharmaceutical Co., Ltd.",Shire Pharmaceuticals,GlaxoSmithKline,GlaxoSmithKline,Bristol-Myers Squibb,Bristol-Myers Squibb,Merck,"Gilead Sciences, Inc.",Abbott Laboratories,Boehringer Ingelheim,"Gilead Sciences, Inc.",Bristol-Myers Squibb,GlaxoSmithKline,Johnson and Johnson,Merck,GlaxoSmithKline,Johnson and Johnson,GlaxoSmithKline,Johnson and Johnson,Merck,Bayer Healthcare,Merck,GlaxoSmithKline,Merck,Pfizer Inc.
 ,Isoniazid (H or INH),Ethambutol (E or EMB),RIfampicin (R or RMP),Pyrazinamide (Z or PZA),Streptomycin (S or STR),Ethionamide (Eto),p-aminosalicylic acid (PAS),Cycloserine (Cs),Amikacin (Amk),Capreomycin (Cm),Levofloxacin (Lfx),Moxifloxacin (Mfx),Gatifloxacin (Gfx),Ofloxacin (Ofx),Artemether-Lumefantrine (AL),Artemether (AM),Artemisinin + Piperaquine (ART + PPQ),Artesunate + Amodiaquine + Primaquine (AS + AQ + PQ),Artesunate/Amodiaquine (AS + AQ),Artesunate + Mefloquine + Primaquine (AS + MQ + PQ),Artesunate / Sulfadoxine-pyrimethamine (AS + SP),Artesunate + Sulfadoxine + Primaquine (AS + SP + PQ),Atovaquone + Proguanil (AT + PG),Chloroquine (CQ),Chloroquine + Primaquine (CQ + PQ),DHA-Piperaquine (DHA-PPQ),Clarithromycin (CL),Doxycycline (D),Artesunate (AS),Lamivudine (3TC),Abacavir (ABC),Zidovudine (AZT),Didanosine (ddl),Stavudine (d4t),Efavirenz (EFV),Emtricitabine (FTC),Lopinavir / Ritonavir (LPV/r),Nevirapine (NVP),Tenofovir (TDF),Atazanafir/Ritonavir (ATV/r),Albendazole (ALB),Mebendazole (MBD),Ivermectin (IVM),Albendazole (ALB),Mebendazole (MBD),Albendazole (ALB),Mebendazole (MBD),Ivermectin (IVM),Praziquantel (PZQ),Ivermectin (IVM),Albendazole (ALB),Ivermectin (IVM),Diethylcarbamazine (DEC)
Slovakia,362.002451,362.002451,362.002451,362.1802798,0.258896812,0.898486468,0.898486468,1.232393064,0.111302199,0.111302199,0.981963117,0.083476649,0.083476649,0.083476649,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Slovenia,136.8142214,136.8142214,136.8142214,136.8142214,0,0,0,0.221289747,0.073763249,0.073763249,0.055322437,0.055322437,0.055322437,0.055322437,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Solomon Islands,983.270248,983.270248,983.270248,983.270248,0,0,0,1.585909854,0.528636618,0.528636618,0.396477464,0.396477464,0.396477464,0.396477464,60.68364755,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.931612496,0.020244068,0.992607506,0.004425121,0.68335331,0.548995703,0.191229756,0.050836961,1.528877662,0.435705144,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Somalia,69038.07917,69038.07917,69038.07917,69044.01795,6.039246291,8.414141788,8.414141788,354.3334467,115.306435,115.306435,94.89396802,86.47982624,86.47982624,86.47982624,0,0,0,0,0,0,11157.9862,0,0,0,0,0,0,0,5578.9931,308.7137615,2.130832253,154.2655518,0.680361759,110.193958,94.1477434,34.16472795,8.691786185,240.9803316,77.76682501,0,0,0,0,0,0,0,0,0,2307.68542,0,0,0,0
South Africa,188175.9546,188175.9546,188175.9546,188175.9546,0,0,0,371.1029059,123.7009686,123.7009686,92.77572647,92.77572647,92.77572647,92.77572647,2056.228825,0,0,0,0,0,0,0,0,0,0,0,920.3861276,943.0246694,0,768026.3375,8452.990777,398026.1837,1753.395519,270683.4197,213808.7254,73825.01105,19773.74557,610577.3857,168245.8112,0,0,0,0,1466.682464,1183.565181,938.5589572,1173.062884,0,0,0,0,0,0
South Sudan,23721.98252,23721.98252,23721.98252,24016.71837,303.2367524,463.7304446,463.7304446,479.5722449,5.280600095,5.280600095,467.6908947,3.960450071,3.960450071,3.960450071,0,0,0,0,59612.2687,0,0,0,0,0,0,0,0,0,29806.13435,1883.656469,22.38336587,960.3745561,4.641921001,665.1881857,552.0780054,191.8806284,52.17920713,1477.38723,436.9984231,0,0,0,0,0,0,0,0,0,601.649084,0,0,0,0
Spain,3031.560844,3031.560844,3031.560844,3031.560844,0,0,0,0.098381151,0.032793717,0.032793717,0.024595288,0.024595288,0.024595288,0.024595288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,145.1439114,0.334817037,72.02322678,0.269931812,52.42654698,44.04944337,16.44264065,3.916643291,114.0144676,37.43298426,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sri Lanka,11321.99603,11321.99603,11321.99603,11322.0475,0.087629086,0.374632849,0.374632849,0.84143906,0.15560207,0.15560207,0.491334402,0.116701553,0.116701553,0.116701553,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.24528455,0.316195537,18.92217627,0.083042676,13.19838712,10.95103898,3.902617987,1.011785183,29.2977811,8.886879756,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sudan,23721.98252,23721.98252,23721.98252,23724.60416,2.697249644,4.124819194,4.124819194,19.96661948,5.280600095,5.280600095,8.085269266,3.960450071,3.960450071,3.960450071,245.3052604,0,0,0,0,0,9184.036597,0,0,0,0,0,0,0,4592.018298,859.6018408,13.64805756,446.0377984,2.293008447,300.485461,243.0817389,81.22541087,23.43429391,677.2244415,185.0790442,0,0,0,0,0,0,0,0,0,484.6246589,0,0.008414371,0.008414371,0
Suriname,149.3600092,149.3600092,149.3600092,149.3600092,0,0,0,0.258171372,0.086057124,0.086057124,0.064542843,0.064542843,0.064542843,0.064542843,3.952790039,0,0,0,0,0,0,0,0,4.992982326,9.985964651,0,0,0,0,106.3984764,26.55299049,61.20721564,0.159067078,1.660784089,78.69841756,20.65863773,17.17859854,15.35144517,54.52826324,14.54577097,0,0,0,0,0,0,0,0,0,0,0,0,0
Swaziland,10655.506,10655.506,10655.506,10676.86734,22.96851471,41.33356405,41.33356405,72.82637316,10.49760304,10.49760304,49.20676633,7.873202279,7.873202279,7.873202279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6115.527796,36.42923266,3118.530846,12.03668888,2187.015049,1738.319451,625.6433203,155.3810704,4864.181647,1425.481497,0,0,0,0,197.1392042,159.0849441,26.62223597,45.74660803,0,0,0,0,0,0
Sweden,391.3940125,391.3940125,391.3940125,391.6299527,0.302550998,0.835764935,0.835764935,0.950689213,0.038308093,0.038308093,0.864496004,0.02873107,0.02873107,0.02873107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Switzerland,310.4281097,310.4281097,310.4281097,310.4281097,0,0,0,0.184357696,0.061452565,0.061452565,0.046089424,0.046089424,0.046089424,0.046089424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Syrian Arab Republic,1025.036957,1025.036957,1025.036957,1025.062664,0.030405164,0.071645121,0.071645121,0.854971949,0.261108942,0.261108942,0.267476828,0.195831707,0.195831707,0.195831707,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tajikistan,8165.736058,8165.736058,8165.736058,8232.842304,70.12459061,99.39540933,99.39540933,114.9491967,5.184595793,5.184595793,103.2838562,3.888446845,3.888446845,3.888446845,0,0,0,0,0,0,0,0,0,98.30633284,196.6126657,0,0,0,0,60.93409737,0.437658261,30.73258161,0.132530238,21.66213451,18.20856428,6.570165673,1.675078563,47.80316708,14.95814112,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tanzania,204672.3812,204672.3812,204672.3812,204679.0088,7.098745369,12.93086346,12.93086346,77.30835037,21.4591623,21.4591623,29.02523519,16.09437173,16.09437173,16.09437173,691728.9822,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8888.691709,91.93875873,4564.255487,20.31254015,3145.590631,2530.867152,882.8497533,234.2464846,7033.403486,2011.465645,0,0,0,0,0,0,0,0,0,9013.53429,0,0,0,0
Thailand,50390.85711,50390.85711,50390.85711,50397.6292,8.044472481,22.27832962,22.27832962,42.41209229,6.711254223,6.711254223,27.31177029,5.033440668,5.033440668,5.033440668,0,0,0,0,0,0,0,0,0,0,0,0,0,0,668.8762887,15617.8885,34.17282433,7822.363096,27.66350385,5650.850064,4583.729068,1702.538407,401.8601152,12375.21986,3877.721895,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Former Yugoslav Republic of Macedonia,341.8825163,341.8825163,341.8825163,341.8825163,0,0,0,0.265320377,0.088440126,0.088440126,0.066330094,0.066330094,0.066330094,0.066330094,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Timor-Leste,1254.52661,1254.52661,1254.52661,1254.52661,0,0,0,2.028489348,0.676163116,0.676163116,0.507122337,0.507122337,0.507122337,0.507122337,50224.70545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109.1600826,1.13967109,55.89325266,0.253652661,38.57006835,31.49347054,11.01749882,2.932103441,86.08922919,25.09620113,0,0,0,0,0,0,0,0,0,0,0,52.94552259,0,52.94552259
Togo,10611.60745,10611.60745,10611.60745,10613.32725,1.82089732,3.191239397,3.191239397,48.94546767,15.25140942,15.25140942,14.62979646,11.43855707,11.43855707,11.43855707,8557.112123,0,0,9035.498625,4261.768095,0,0,0,0,12197.7844,8987.947111,8338.071217,0,0,5112.598594,2842.673842,31.44073018,1463.873124,6.613997485,1003.69337,805.7931021,279.3285089,74.91349173,2250.019423,636.4465462,0,0,0,0,0,0,0,0,0,450.9653391,0,0,0,0
Tokelau,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tonga,22.86674995,22.86674995,22.86674995,22.86674995,0,0,0,0.036881625,0.012293875,0.012293875,0.009220406,0.009220406,0.009220406,0.009220406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.370488149,0.003514334,0.189588571,0.00082931,0.131403908,0.106167681,0.037322428,0.009780692,0.292973136,0.085027348,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Trinidad and Tobago,297.2517053,297.2517053,297.2517053,297.7893268,0.640493003,1.733214506,1.733214506,2.280700999,0.182495497,0.182495497,1.870086129,0.136871623,0.136871623,0.136871623,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57.61217931,5.281934662,33.02840566,0.087084376,0.907788121,42.46964502,10.93101035,9.383454779,8.359456396,29.64457306,7.949031635,0,0,0,0,0,0,0,0,0,0,0,0,0
Tunisia,1300.82612,1300.82612,1300.82612,1301.449257,0.633167445,0.793580321,0.793580321,1.023705138,0.076708272,0.076708272,0.851111525,0.057531204,0.057531204,0.057531204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.09806854,0.030230586,7.936081062,0.030230586,5.815895097,4.98153689,1.870850562,0.445033515,12.58676668,4.25801206,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Turkey,10655.98074,10655.98074,10655.98074,10665.54972,11.37886497,30.68103184,30.68103184,36.00259136,1.773853174,1.773853174,32.01142172,1.33038988,1.33038988,1.33038988,0,0,0,0,0,0,0,0,0,68.81443299,137.628866,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Turkmenistan,6156.630692,6156.630692,6156.630692,6156.630692,0,0,0,10.32685486,3.442284955,3.442284955,2.581713716,2.581713716,2.581713716,2.581713716,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Turks and Caicos Islands,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tuvalu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Uganda,151981.0317,151981.0317,151981.0317,152006.5632,28.11901032,60.57496495,60.57496495,173.0808584,37.50196447,37.50196447,88.7014383,28.12647335,28.12647335,28.12647335,706902.3553,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61224.51726,936.1255739,32417.84206,152.274264,21307.35509,16252.18339,5352.863859,1535.053213,48982.56216,12207.54675,0,0,0,0,0,0,0,0,0,6172.994011,0,0,0,0
Ukraine,39632.27379,39632.27379,39632.27379,41005.46729,1446.998231,2215.241692,2215.241692,2342.062465,42.27359119,42.27359119,2246.946885,31.70519339,31.70519339,31.70519339,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
United Arab Emirates,588.0259936,588.0259936,588.0259936,588.0259936,0,0,0,0.958922237,0.319640746,0.319640746,0.239730559,0.239730559,0.239730559,0.239730559,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.86636499,0.042401896,5.920783787,0.022861239,4.272515192,3.565865392,1.318016603,0.318983704,9.332339027,3.000908272,0,0,0,0,0,0,0,0,0,0,0,0,0,0
United Kingdom of Great Britain and Northern Ireland,3042.947324,3042.947324,3042.947324,3043.792019,1.224115173,4.217570368,4.217570368,4.793694615,0.192041416,0.192041416,4.36160143,0.144031062,0.144031062,0.144031062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
United States,6973.488976,6973.488976,6973.488976,6975.31209,2.69778668,10.10563226,10.10563226,21.57581748,3.823395075,3.823395075,12.97317857,2.867546306,2.867546306,2.867546306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,916.4437192,85.16992496,525.5011271,1.380641944,14.44096588,675.8200209,173.7995785,149.0216709,132.9847414,471.8274239,126.2306919,0,0,0,0,0,0,0,0,0,0,0,0,0
Uruguay,416.032238,416.032238,416.032238,416.032238,0,0,0,0.700750866,0.233583622,0.233583622,0.175187716,0.175187716,0.175187716,0.175187716,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,502.7716322,43.08097008,297.056071,0.695108333,7.288078044,381.0545793,91.29505231,75.98946325,69.26403656,248.8193479,64.13527904,0,0,0,0,0,0,0,0,0,0,0,0,0
US Virgin Islands,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Uzbekistan,24204.22849,24204.22849,24204.22849,24502.21554,308.7061557,516.5074682,516.5074682,658.1666381,47.2197233,47.2197233,551.9222606,35.41479248,35.41479248,35.41479248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,123.3890906,0.232648544,60.78146693,0.232648544,44.56977067,38.28690527,14.38522188,3.424630344,96.40461056,32.73913525,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Vanuatu,343.0012493,343.0012493,343.0012493,343.0012493,0,0,0,0.553224368,0.184408123,0.184408123,0.138306092,0.138306092,0.138306092,0.138306092,44.14168867,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.71888479,0.185466231,9.104786117,0.040579719,6.268685251,5.036548838,1.754580927,0.466351923,14.02438413,3.99769783,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Venezuela,5704.327322,5704.327322,5704.327322,5705.282739,0.992962066,1.375915879,1.375915879,10.891375,3.171819708,3.171819708,3.75478066,2.378864781,2.378864781,2.378864781,0,0,0,0,0,498.1523804,0,0,0,485.6332842,971.2665685,0,0,0,164.3902855,671.7797402,58.05015801,396.8453624,0.927607915,9.748588203,509.098504,120.4621558,101.501794,92.60726965,332.7141408,85.66695388,0,0,0,0,0,0,0,0,45.63252348,0,0,0,0
Viet Nam,77720.16894,77720.16894,77720.16894,77731.87879,12.09535029,17.7853889,17.7853889,266.874347,83.02965269,83.02965269,80.05762842,62.27223952,62.27223952,62.27223952,0,0,0,0,0,0,0,0,0,100.9912154,201.9824307,0,69.84899762,71.24608231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Wallis and Futuna Islands,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
West Bank and Gaza Strip,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yemen,24532.92838,24532.92838,24532.92838,24534.53984,1.673203044,2.495897297,2.495897297,9.559349874,2.354484192,2.354484192,4.261760441,1.765863144,1.765863144,1.765863144,0,0,0,0,0,0,4237.173721,0,0,20.92162323,41.84324646,0,0,0,2118.58686,72.14066735,0.136886048,35.49304251,0.136886048,26.05050369,22.48080303,8.452386178,2.014747184,56.29863346,19.23547187,0,0,0,0,0,0,0,0,0,326.135343,0,0,0,0
Zambia,91096.14627,91096.14627,91096.14627,91096.14627,0,0,0,152.8005704,50.93352345,50.93352345,38.20014259,38.20014259,38.20014259,38.20014259,303006.8658,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53227.01374,690.2729737,28003.60353,124.6541525,18629.94172,14265.52339,4802.806905,1326.15558,42598.71491,10951.22747,0,0,0,0,0,0,0,0,0,0,0,1.525038188,1.525038188,0
Zimbabwe,74340.42342,74340.42342,74340.42342,74340.42342,0,0,0,151.8047665,50.60158883,50.60158883,37.95119163,37.95119163,37.95119163,37.95119163,43666.22981,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47051.00063,455.6422065,24313.58244,103.0668338,16645.5127,13111.38953,4573.129284,1200.023751,37450.06489,10422.05194,0,0,0,0,0,0,0,0,0,0,0,0.000263812,0.000263812,0
