Cook Islands,WPR,"23,700",Oceania,A,0.00,,,97.14,97,97,0,,42.18%,0,,42.18%,,,26.96%,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,RULES AND ASSUMPTIONS FOR COLUMNS AV AND AY,,,,,,,,,,,,,,,0.00,,Croatia,96,2011,Suriname,65,2011,Sri Lanka,67,2011
Costa Rica,AMR,"4,545,280",Latin America and the Caribbean,B,"8,818.84","8,371.09",447.75,97.14,97,97,"3,265","5,100",64.02%,"3,204","4,600",69.65%,61,500,12.20%,"8,900",368,"6,199.04",44.91,28.62,0.74,22.62,0.01,1.47,19.77,2.13,3.08,4.57,5.92,3.33,0.01,92.28,,,,,,,,,Priority,Determination,Key,,,,,,,,,,,,,"8,818.84",,Haiti,78,2011,Slovakia,93,2011,Sudan,76,2011
Cote d'Ivoire,AFR,"20,401,331",Sub-Saharan Africa,A,"1,200,273.54","917,275.34","282,998.20",41.00,97,97,"75,237","200,000",37.62%,"70,687","163,000",43.37%,"4,550","37,000",12.30%,"390,000","68,000","169,128.40","8,362.16","62,080.18",655.80,"25,347.08",0.00,"28,133.83","25,814.71","3,498.52",812.83,"38,852.91","11,441.99",0.00,0.00,"196,637.84",,,,,,,,,#1,Original Data Point(s),Blue,,,,,,,,,,,,,"1,200,273.54",,Indonesia,68,2011,Sweden,97,2011,Suriname,78,2011
Croatia,EUR,"4,417,781",Europe and Central Asia,A,977.07,924.65,52.43,96.00,96,97,510,"1,000",51.00%,505,900,56.11%,5,100,5.00%,"6,002",8,"3,367.67",0.40,5.24,0.00,2.17,0.00,2.36,2.20,0.31,0.03,3.33,1.02,0.00,0.00,16.66,,,,,,,,,#2,Average of all original data points of that regimen,Pink,,,,,,,,,,,,,977.07,,Iran,82,2011,Swaziland,87,2011,Swaziland,88,2011
Cuba,AMR,"11,333,051",Latin America and the Caribbean,B,"21,117.20","20,418.75",698.45,93.00,93,97,"5,587","5,900",94.69%,"5,565","5,800",95.95%,22,100,22.00%,"4,300","1,742","4,125.78",383.33,244.11,6.13,194.46,0.08,12.15,170.65,17.72,25.50,38.07,49.17,27.64,0.05,785.72,,,,,,,,,#3,Average of all data points in that specific quadrant (e.g. First line Regimens for Adults in Group A countries),Cyan,,,,,,,,,,,,,"21,117.20",,Jamaica,76,2011,Seychelles,81,2011,Sweden,100,2011
Curacao,AMR,"148,703",,B,0.00,,,97.14,97,97,,,42.18%,,,42.18%,,,26.96%,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,0.00,,Jordan,100,2011,Chad,68,2011,Tajikistan,100,2011
Cyprus,EUR,"1,112,607",Europe and Central Asia,A,587.52,538.96,48.56,97.14,97,97,198,,0.00%,198,,0.00%,,,100.00%,,,,,0.32,0.04,0.11,0.00,0.17,0.10,0.00,0.03,0.18,0.00,0.00,0.00,0.96,,,,,,,,,,,,,,,,,,,,,,,,587.52,,Japan,96,2011,Thailand,83,2011,Tanzania,69,2011
Czech Republic,EUR,"10,474,410",Europe and Central Asia,A,982.03,979.00,3.03,93.00,97,97,760,,0.00%,760,,0.00%,,,100.00%,"14,230",19,0.00,19.09,0.05,0.01,0.02,0.00,0.03,0.02,0.00,0.01,0.03,0.00,0.00,0.00,0.15,,,,,,,,,,,,,,,,,,,,,,,,982.03,,Kazakhstan,64,2011,Tajikistan,72,2011,Thailand,89,2011
Democratic People's Republic of Korea,SEA,"24,591,599","East, South and South-East Asia",A,"9,291.26","8,627.24",664.02,97.14,97,97,,"1,000",0.00%,,900,0.00%,,100,0.00%,"12,635",133,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,"9,291.26",,Kenya,75,2011,Tunisia,96,2011,Tunisia,100,2011
Democratic Republic of the Congo,AFR,"64,523,263",Sub-Saharan Africa,A,"2,734,090.23","1,834,246.23","899,844.00",75.00,97,97,"43,878","300,000",14.63%,"37,941","228,000",16.64%,"5,937","72,000",8.25%,"390,000","90,000","64,899.08","7,421.25","21,841.19",582.54,"8,700.25",0.00,"10,022.74","8,981.76","1,131.01",546.44,"13,355.50","3,666.66",0.00,0.00,"68,828.08",,,,,,,,,,,,,,,,,,,,,,,,"2,734,090.23",,Kyrgyzstan,88,2011,Tanzania,71,2011,United Kingdom of Great Britain and Northern Ireland,82,2011
Denmark,EUR,"5,547,683",Europe and Central Asia,A,"2,848.64","2,190.89",657.75,97.14,97,97,"3,000",,0.00%,"3,000",,0.00%,,,100.00%,"7,537",10,0.00,10.11,4.38,0.61,1.47,0.00,2.30,1.35,0.00,0.46,2.47,0.00,0.00,0.00,13.03,,,,,,,,,,,,,,,,,,,,,,,,"2,848.64",,Cambodia,93,2011,Uruguay,92,2011,Uruguay,50,2011
Djibouti,EMR,"851,146",,A,"53,315.59","40,930.87","12,384.72",96.00,95,97,"1,008","5,700",17.68%,978,"4,400",22.23%,30,"1,300",2.31%,"7,600","1,200","1,689.27",27.69,89.00,0.38,36.52,0.00,39.97,37.95,5.40,0.77,55.63,17.54,0.00,0.00,283.16,,,,,,,,,,,,,,,,,,,,,,,,"53,315.59",,Saint Kitts and Nevis,100,2011,Uzbekistan,95,2011,Uzbekistan,85,2011
Dominica,AMR,"71,440",Latin America and the Caribbean,B,363.23,271.92,91.31,88.00,86,97,41,,100.00%,41,,100.00%,0,,100.00%,,,,,7.79,0.15,6.69,0.08,0.29,5.02,0.42,1.15,1.42,1.17,0.66,0.05,24.88,,,,,,,,,,,,,,,,,,,,,,,,363.23,,Republic of Korea,92,2011,Saint Vincent and the Grenadines,71,2011,Vanuatu,100,2011
Dominican Republic,AMR,"9,897,985",Latin America and the Caribbean,B,"99,618.31","83,042.95","16,575.36",82.00,82,73,"17,082","24,000",71.18%,"16,445","22,050",74.58%,637,"1,950",32.67%,"45,000","1,522","33,561.22",497.12,"2,073.29",49.69,"1,678.17",6.93,98.55,"1,402.06",142.89,248.26,345.47,396.69,223.20,4.12,"6,669.33",,,,,,,,,,,,,,,,,,,,,,,,"99,618.31",,Kuwait,88,2011,Viet Nam,92,2011,Viet Nam,83,2011
Ecuador,AMR,"14,934,690",Latin America and the Caribbean,B,"82,083.07","81,679.32",403.75,95.00,97,97,"8,977","14,000",64.12%,"8,557","13,500",63.39%,420,500,84.00%,"48,000","1,210","30,424.89","1,016.08",439.46,11.52,346.48,0.12,22.86,303.12,33.04,47.34,70.44,91.75,51.65,0.07,"1,417.84",,,,,,,,,,,,,,,,,,,,,,,,"82,083.07",,Lao People's Democratic Republic,88,2011,Vanuatu,74,2011,Zimbabwe,83,2011
Egypt,EMR,"84,107,606",Middle East and North Africa,A,"20,930.84","19,491.55","1,439.29",94.00,94,97,525,"5,100",10.29%,493,"4,500",10.96%,32,600,5.33%,"5,200","4,749",569.69,253.27,30.93,0.15,12.66,0.00,13.88,13.27,1.90,0.29,19.25,6.14,0.00,0.00,98.45,,,,,,,,,,,,,,,,,,,,,,,,"20,930.84",,Lebanon,87,2011,Zimbabwe,71,2011,,,
El Salvador,AMR,"6,164,626",Latin America and the Caribbean,B,"30,221.68","26,431.31","3,790.37",83.00,83,85,"5,843","9,900",59.02%,"5,553","9,150",60.69%,290,750,38.67%,"24,000",499,"14,565.25",193.06,500.30,12.13,404.07,1.77,24.08,335.96,34.77,61.00,84.46,96.57,54.36,1.05,"1,610.53",,,,,,,,,,,,,,,,,,,,,,,,"30,221.68",,Liberia,62,2011,Liberia,62,2011,,,
Equatorial Guinea,AFR,"951,104",Sub-Saharan Africa,A,"65,337.20","44,082.19","21,255.01",75.00,97,97,"2,432","9,900",24.57%,"2,387","7,600",31.41%,45,"2,300",1.96%,"26,000","3,100","8,166.05",60.65,857.68,3.46,352.50,0.00,385.53,363.57,51.46,7.24,537.83,167.65,0.00,0.00,"2,726.94",,,,,,,,,,,,,,,,,,,,,,,,"65,337.20",,Saint Lucia,77,2011,Saint Lucia,100,2011,,,
Eritrea,AFR,"4,390,840",Sub-Saharan Africa,A,"92,497.79","69,623.19","22,874.60",97.14,97,97,"5,387","13,000",41.44%,"5,276","9,850",53.56%,111,"3,150",3.52%,"16,000","3,600","8,570.15",126.86,272.00,0.79,112.35,0.00,122.50,113.72,15.93,2.02,172.08,52.29,0.00,0.00,863.69,,,,,,,,,,,,,,,,,,,,,,,,"92,497.79",,Sri Lanka,78,2011,Sri Lanka,79,2011,,,
Estonia,EUR,"1,331,475",Europe and Central Asia,A,"13,431.33","13,350.08",81.25,97.14,97,97,"1,793",,0.00%,"1,793",,0.00%,,,100.00%,"1,809",2,0.00,2.43,0.54,0.07,0.18,0.00,0.28,0.17,0.00,0.06,0.31,0.00,0.00,0.00,1.61,,,,,,,,,,,,,,,,,,,,,,,,"13,431.33",,Lesotho,75,2011,Lesotho,75,2011,,,
Ethiopia,AFR,"87,702,670",Sub-Saharan Africa,A,"1,317,544.95","885,606.25","431,938.70",73.00,97,97,"222,723",,50.24%,"208,667",,50.24%,"14,056",,22.54%,"64,000","190,000","32,154.51","42,820.49","35,455.00",830.40,"14,246.13",0.00,"16,292.84","14,352.06","1,793.45",793.59,"21,976.07","5,879.07",0.00,0.00,"111,618.62",,,,,,,,,,,,,,,,,,,,,,,,"1,317,544.95",,Lithuania,97,2011,Latvia,42,2011,,,
Fiji,WPR,"859,950",Oceania,A,"1,127.68","1,019.48",108.20,75.00,75,97,58,200,29.00%,57,100,57.00%,1,100,1.00%,"1,000",,570.00,,36.67,0.02,15.20,0.00,16.49,15.35,2.17,0.21,23.28,7.14,0.00,0.00,116.53,,,,,,,,,,,,,,,,,,,,,,,,"1,127.68",,Latvia,42,2011,Republic of Moldova,80,2011,,,
Finland,EUR,"5,363,352",Europe and Central Asia,A,"1,224.48","1,223.75",0.73,97.14,97,97,,,0.00%,,,0.00%,,,100.00%,"525,856",705,0.00,705.42,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,,,,,,,,,,,,,,,,,,,,,,,,"1,224.48",,Morocco,91,2011,Maldives,67,2011,,,
France,EUR,"65,027,512",Europe and Central Asia,A,"48,908.14","47,739.77","1,168.37",97.14,97,97,"93,090",,0.00%,"93,090",,0.00%,,,100.00%,"6,375,701","8,553",0.00,"8,552.77",7.77,1.08,2.62,0.00,4.08,2.40,0.00,0.82,4.39,0.00,0.00,0.00,23.15,,,,,,,,,,,,,,,,,,,,,,,,"48,908.14",,Republic of Moldova,81,2011,Mexico,88,2011,,,
French Polynesia,WPR,"267,820",,A,0.00,,,97.14,97,97,,,42.18%,,,42.18%,,,26.96%,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,0.00,,Madagascar,95,2011,The Former Yugoslav Republic of Macedonia,88,2011,,,
Gabon,AFR,"1,640,210",Sub-Saharan Africa,A,"117,337.90","94,647.37","22,690.53",97.14,97,97,"11,488","22,000",52.22%,"11,117","19,850",56.01%,371,"2,150",17.26%,"40,000","3,900","22,402.02",672.98,404.82,3.60,165.97,0.00,183.48,167.29,22.66,4.76,254.88,74.43,0.00,0.00,"1,281.89",,,,,,,,,,,,,,,,,,,,,,,,"117,337.90",,Maldives,67,2011,Myanmar,87,2011,,,
Gambia,AFR,"1,692,149",Sub-Saharan Africa,A,"46,858.82","37,551.77","9,307.05",82.00,97,97,"1,869","5,400",34.61%,"1,708","4,050",42.17%,161,"1,350",11.93%,"12,000","1,320","5,060.74",157.43,742.35,6.42,303.80,0.00,335.73,309.94,42.48,8.69,465.25,138.88,0.00,0.00,"2,353.53",,,,,,,,,,,,,,,,,,,,,,,,"46,858.82",,Mexico,88,2011,Montenegro,75,2011,,,
Georgia,EUR,"3,926,000",Europe and Central Asia,A,"5,819.66","5,707.09",112.57,79.00,79,70,830,"1,300",63.85%,796,"1,200",66.33%,34,100,34.00%,"5,300",271,"3,515.67",92.02,205.31,0.31,85.15,0.00,92.51,85.19,11.91,1.29,130.70,39.26,0.00,0.00,651.62,,,,,,,,,,,,,,,,,,,,,,,,"5,819.66",,Marshall Islands,100,2011,Mongolia,89,2011,,,
Germany,EUR,"81,776,930",Europe and Central Asia,A,"29,224.36","28,484.39",739.97,86.00,86,97,,,0.00%,,,0.00%,,,100.00%,"111,098",149,0.00,149.03,24.10,3.33,8.12,0.00,12.64,7.43,0.00,2.53,13.60,0.00,0.00,0.00,71.76,,,,,,,,,,,,,,,,,,,,,,,,"29,224.36",,The Former Yugoslav Republic of Macedonia,88,2011,Mauritania,85,2011,,,
Ghana,AFR,"24,512,104",Sub-Saharan Africa,A,"886,553.78","684,424.28","202,129.50",71.00,97,97,"40,575","110,000",36.89%,"37,933","89,500",42.38%,"2,642","20,500",12.89%,"210,000","32,000","89,004.80","4,124.10","22,259.97",241.19,"9,084.04",0.00,"10,089.45","9,258.13","1,253.74",296.02,"13,923.39","4,099.03",0.00,0.00,"70,504.95",,,,,,,,,,,,,,,,,,,,,,,,"886,553.78",,Malta,95,2011,Mauritius,87,2011,,,
Greece,EUR,"11,121,341",Europe and Central Asia,A,"26,674.08","26,660.70",13.39,97.14,97,97,"5,114",,0.00%,"5,114",,0.00%,,,100.00%,"15,109",20,0.00,20.27,0.09,0.01,0.03,0.00,0.05,0.03,0.00,0.01,0.05,0.00,0.00,0.00,0.27,,,,,,,,,,,,,,,,,,,,,,,,"26,674.08",,Myanmar,87,2011,Malawi,80,2011,,,
Greenland,EUR,"56,905",Europe and Central Asia,A,85.58,85.49,0.09,97.14,97,97,,14,0.00%,,14,0.00%,,,100.00%,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,85.58,,Montenegro,75,2011,Malaysia,92,2011,,,
Grenada,AMR,"104,677",Latin America and the Caribbean,B,563.80,469.78,94.01,52.00,97,97,61,,100.00%,60,,100.00%,1,,100.00%,,,,,48.29,1.01,40.43,0.32,2.00,32.04,2.92,6.42,8.34,8.10,4.55,0.19,154.61,,,,,,,,,,,,,,,,,,,,,,,,563.80,,Mongolia,83,2011,Namibia,82,2011,,,
Guam,WPR,"159,444",,A,0.00,,,97.14,97,97,,,42.18%,,,42.18%,,,26.96%,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,0.00,,Mozambique,74,2011,Niger,71,2011,,,
Guatemala,AMR,"14,630,417",Latin America and the Caribbean,A,"93,800.38","76,522.71","17,277.67",87.00,88,73,"12,053","23,000",52.40%,"11,392","20,600",55.30%,661,"2,400",27.54%,"54,000","1,185","29,862.52",326.36,"1,513.27",19.76,616.93,0.00,688.83,621.15,82.22,22.39,948.96,269.98,0.00,0.00,"4,783.48",,,,,,,,,,,,,,,,,,,,,,,,"93,800.38",,Mauritania,86,2011,Nicaragua,71,2011,,,
Guinea,AFR,"10,794,170",Sub-Saharan Africa,A,"202,797.91","131,714.91","71,083.00",77.00,97,97,"20,430","36,000",56.75%,"19,508","29,100",67.04%,922,"6,900",13.36%,"96,000","13,000","64,356.29","1,737.10","5,660.94",69.49,"2,314.89",0.00,"2,577.65","2,308.40",304.29,80.08,"3,566.28","1,003.19",0.00,0.00,"17,885.21",,,,,,,,,,,,,,,,,,,,,,,,"202,797.91",,Mauritius,87,2011,Netherlands,89,2011,,,
Guinea-Bissau,AFR,"1,555,880",Sub-Saharan Africa,A,"40,326.78","28,556.49","11,770.29",62.00,63,32,"3,632","7,600",47.79%,"3,451","6,300",54.78%,181,"1,300",13.92%,"34,000","5,400","18,624.44",751.85,"1,621.95",19.82,661.98,0.00,737.35,667.28,88.83,23.04,"1,017.47",291.63,0.00,0.00,"5,129.35",,,,,,,,,,,,,,,,,,,,,,,,"40,326.78",,Malawi,80,2011,Peru,88,2011,,,
Guyana,AMR,"746,556",Latin America and the Caribbean,B,"20,299.35","18,060.92","2,238.43",80.00,80,82,"3,059","3,600",84.97%,"2,882","3,250",88.68%,177,350,50.57%,"6,500",60,"5,764.00",30.58,598.74,14.31,484.43,1.61,28.35,409.28,41.28,69.26,97.72,114.55,64.41,0.96,"1,924.90",,,,,,,,,,,,,,,,,,,,,,,,"20,299.35",,Malaysia,92,2011,,,,,,
Haiti,AMR,"9,999,617",Latin America and the Caribbean,B,"113,862.81","78,295.93","35,566.88",78.00,97,97,"29,180","57,000",51.19%,"27,622","48,700",56.72%,"1,558","8,300",18.77%,"130,000","15,000","73,734.29","2,815.66","1,876.13",43.45,"1,535.77",10.43,86.22,"1,238.22",124.37,245.13,326.86,345.49,194.53,6.19,"6,032.79",,,,,,,,,,,,,,,,,,,,,,,,"113,862.81",,Namibia,82,2011,,,,,,
Honduras,AMR,"8,194,778",Latin America and the Caribbean,B,"70,453.58","65,441.37","5,012.21",84.00,84,85,"7,718","15,000",51.45%,"6,974","13,250",52.63%,744,"1,750",42.51%,"24,000",664,"12,632.15",282.18,973.80,24.49,778.55,2.43,48.62,657.38,70.05,115.09,162.77,194.61,109.60,1.44,"3,138.83",,,,,,,,,,,,,,,,,,,,,,,,"70,453.58",,Niger,72,2011,,,,,,
Hungary,EUR,"10,000,023",Europe and Central Asia,A,"7,907.77","7,790.17",117.60,97.14,97,97,630,"1,700",37.06%,630,"1,600",39.38%,,100,0.00%,"980,464","1,315","386,057.81",0.00,21.47,0.01,8.88,0.00,9.63,9.11,1.31,0.12,13.55,4.27,0.00,0.00,68.34,,,,,,,,,,,,,,,,,,,,,,,,"7,907.77",,Nigeria,73,2011,,,,,,
Iceland,EUR,"318,041",Europe and Central Asia,A,385.09,380.57,4.52,97.14,97,97,,,0.00%,,,0.00%,,,100.00%,"31,183",42,0.00,41.83,0.03,0.00,0.01,0.00,0.02,0.01,0.00,0.00,0.02,0.00,0.00,0.00,0.09,,,,,,,,,,,,,,,,,,,,,,,,385.09,,Nicaragua,71,2011,,,,,,
India,SEA,"1,230,980,691","East, South and South-East Asia",A,"9,265,136.14","8,483,477.14","781,659.00",97.14,97,97,"424,802","1,250,000",33.98%,"401,906","1,182,000",34.00%,"22,896","68,000",33.67%,"2,000,000","108,640","680,043.99","36,579.65","21,620.50",241.98,"8,806.55",0.00,"9,797.79","9,030.49","1,227.31",294.22,"13,486.50","4,001.48",0.00,0.00,"68,506.82",,,,,,,,,,,,,,,,,,,,,,,,"9,265,136.14",,Netherlands,89,2011,,,,,,
Indonesia,SEA,"242,524,123","East, South and South-East Asia",A,"650,612.47","605,867.34","44,745.14",68.00,97,97,"19,572","82,000",23.87%,"18,813","77,500",24.27%,759,"4,500",16.87%,"500,000","21,476","121,374.19","3,622.30","11,747.49",78.56,"4,806.45",0.00,"5,290.43","4,979.75",698.69,122.51,"7,332.31","2,270.74",0.00,0.00,"37,326.94",,,,,,,,,,,,,,,,,,,,,,,,"650,612.47",,Nepal,82,2011,,,,,,
Iran,EMR,"74,567,511",Middle East and North Africa,A,"114,605.33","113,552.71","1,052.62",82.00,83,65,"1,800","26,000",6.92%,"1,748","25,500",6.85%,52,500,10.40%,"59,000","4,210","4,044.39",437.85,329.88,0.71,135.41,0.00,147.52,142.55,20.72,2.40,205.56,66.97,0.00,0.00,"1,051.73",,,,,,,,,,,,,,,,,,,,,,,,"114,605.33",,New Zealand,98,2011,,,,,,
Iraq,EMR,"30,762,701",Middle East and North Africa,A,461.89,330.73,131.16,97.14,97,97,5,,0.00%,5,,0.00%,0,,0.00%,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,461.89,,Oman,74,2011,,,,,,
Ireland,EUR,"4,560,155",Europe and Central Asia,A,"1,721.95","1,618.10",103.85,97.14,97,97,,,0.00%,,,0.00%,,,100.00%,"447,106",600,0.00,599.78,0.69,0.10,0.23,0.00,0.36,0.21,0.00,0.07,0.39,0.00,0.00,0.00,2.06,,,,,,,,,,,,,,,,,,,,,,,,"1,721.95",,Peru,88,2011,,,,,,
Israel,EUR,"7,623,600",Middle East and North Africa,A,"3,246.13","3,242.90",3.23,97.14,97,97,"2,745",,0.00%,"2,745",,0.00%,,,0.00%,"747,465","1,003",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,"3,246.13",,Philippines,92,2011,,,,,,
Italy,EUR,"59,277,417",Europe and Central Asia,A,"55,268.90","54,079.34","1,189.56",97.14,97,97,,,0.00%,,,0.00%,,,100.00%,"5,811,926","7,796",0.00,"7,796.49",7.91,1.09,2.67,0.00,4.15,2.44,0.00,0.83,4.47,0.00,0.00,0.00,23.57,,,,,,,,,,,,,,,,,,,,,,,,"55,268.90",,Palau,100,2011,,,,,,
Jamaica,AMR,"2,817,210",Latin America and the Caribbean,B,"57,496.15","53,473.34","4,022.81",76.00,75,0,"8,016","14,000",57.26%,"7,529","13,250",56.82%,487,750,64.93%,"28,000",433,"15,910.34",281.25,"1,327.98",32.43,"1,070.61",4.48,64.36,891.48,92.83,161.63,224.32,257.89,145.21,2.66,"4,275.87",,,,,,,,,,,,,,,,,,,,,,,,"57,496.15",,Papua New Guinea,78,2011,,,,,,
Japan,WPR,"128,070,000","East, South and South-East Asia",A,"6,731.32","5,818.10",913.22,96.00,97,97,,,25.10%,,,25.10%,,,76.11%,"66,913","3,763","16,793.86","2,863.47",20.23,0.89,7.87,0.00,9.52,7.93,0.87,0.76,12.27,2.82,0.00,0.00,63.15,,,,,,,,,,,,,,,,,,,,,,,,"6,731.32",,Paraguay,81,2011,,,,,,
Jordan,EMR,"7,182,390",Middle East and North Africa,A,"1,269.46","1,052.78",216.68,97.14,97,0,83,,0.00%,81,,0.00%,2,,0.00%,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,"1,269.46",,Qatar,100,2011,,,,,,
Kazakhstan,EUR,"16,321,581",Europe and Central Asia,A,"33,760.68","33,625.06",135.63,64.00,63,92,"1,336","4,400",30.36%,"1,124","4,300",26.14%,212,100,100.00%,"89,775","1,125","23,466.71","1,125.20",769.55,1.78,316.67,0.00,345.27,328.08,46.99,5.56,482.66,152.82,0.00,0.00,"2,449.39",,,,,,,,,,,,,,,,,,,,,,,,"33,760.68",,Rwanda,93,2011,,,,,,
Kenya,AFR,"41,350,152",Sub-Saharan Africa,A,"3,000,991.03","2,223,644.03","777,347.00",75.00,75,80,"432,621","710,000",60.93%,"396,525","535,000",74.12%,"36,096","175,000",20.63%,"1,400,000","230,000","1,037,635.51","47,440.46","115,357.16","1,280.90","47,299.76",0.00,"52,525.25","46,867.38","6,182.81","1,525.82","72,953.77","20,434.06",0.00,0.00,"364,426.92",,,,,,,,,,,,,,,,,,,,,,,,"3,000,991.03",,Sudan,62,2011,,,,,,
Kiribati,WPR,"102,652",Oceania,A,196.03,152.88,43.14,97.14,97,97,6,,42.18%,5,,42.18%,1,,26.96%,,,,,0.52,0.01,0.21,0.00,0.24,0.21,0.03,0.01,0.32,0.09,0.00,0.00,1.65,,,,,,,,,,,,,,,,,,,,,,,,196.03,,Senegal,74,2011,,,,,,
Kuwait,EMR,"2,998,083",Middle East and North Africa,A,"2,745.53","2,443.37",302.16,88.00,97,97,,,0.00%,,,0.00%,,,0.00%,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,"2,745.53",,Singapore,97,2011,,,,,,
Kyrgyzstan,EUR,"5,447,900",Europe and Central Asia,A,"38,870.40","36,283.55","2,586.85",88.00,83,96,548,"4,600",11.91%,411,"4,250",9.67%,137,350,39.14%,"6,200",376,599.58,147.01,124.38,3.85,49.20,0.00,57.40,50.78,6.23,3.50,75.74,20.16,0.00,0.00,391.24,,,,,,,,,,,,,,,,,,,,,,,,"38,870.40",,Solomon Islands,100,2011,,,,,,
Lao People's Democratic Republic,WPR,"6,246,274","East, South and South-East Asia",A,"13,863.14","11,417.62","2,445.52",88.00,87,88,"1,690","3,300",51.21%,"1,573","2,550",61.69%,117,750,15.60%,"9,700",590,"5,983.57",92.08,224.26,1.49,92.31,0.00,101.49,92.63,12.65,2.26,141.79,41.62,0.00,0.00,710.49,,,,,,,,,,,,,,,,,,,,,,,,"13,863.14",,Sierra Leone,83,2011,,,,,,
Latvia,EUR,"2,097,555",Europe and Central Asia,A,"18,655.29","18,592.15",63.13,42.00,42,97,508,"2,800",18.14%,480,"2,700",17.78%,28,100,28.00%,"2,850",4,506.60,1.07,455.53,0.45,187.55,0.00,203.77,195.85,28.42,2.89,285.15,92.17,0.00,0.00,"1,451.79",,,,,,,,,,,,,,,,,,,,,,,,"18,655.29",,El Salvador,83,2011,,,,,,
Lebanon,EMR,"4,337,141",Middle East and North Africa,A,"8,523.74","7,447.08","1,076.66",87.00,97,97,412,"1,100",37.45%,408,950,42.95%,4,150,2.67%,"4,650",245,"1,997.05",6.53,103.13,0.14,42.61,0.00,46.31,43.56,6.20,0.66,65.09,20.27,0.00,0.00,327.97,,,,,,,,,,,,,,,,,,,,,,,,"8,523.74",,Somalia,84,2011,,,,,,
Lesotho,AFR,"2,040,551",Sub-Saharan Africa,A,"680,409.75","555,032.35","125,377.40",75.00,75,79,"76,487","130,000",58.84%,"71,686","108,500",66.07%,"4,801","21,500",22.33%,"300,000","39,000","198,210.14","8,708.79","24,937.04",225.12,"10,239.09",0.00,"11,319.99","10,226.04","1,373.32",293.74,"15,756.83","4,526.16",0.00,0.00,"78,897.31",,,,,,,,,,,,,,,,,,,,,,,,"680,409.75",,Sudan,63,2011,,,,,,
Liberia,AFR,"3,948,125",Sub-Saharan Africa,A,"116,742.79","85,079.07","31,663.72",62.00,62,62,"4,412","16,000",27.58%,"4,098","12,750",32.14%,314,"3,250",9.66%,"21,000","4,000","6,749.65",386.46,"2,754.14",36.90,"1,118.51",0.00,"1,249.76","1,148.39",154.53,42.00,"1,712.72",503.50,0.00,0.00,"8,720.45",,,,,,,,,,,,,,,,,,,,,,,,"116,742.79",,Sao Tome and Principe,96,2011,,,,,,
Libya,EMR,"6,169,140",Sub-Saharan Africa,A,"7,215.40","6,298.41",916.99,97.14,97,97,,,50.24%,,,50.24%,,,22.54%,,,,,23.79,0.19,9.76,0.00,10.77,9.89,1.35,0.27,14.96,4.43,0.00,0.00,75.41,,,,,,,,,,,,,,,,,,,,,,,,"7,215.40",,Suriname,66,2011,,,,,,
Lithuania,EUR,"3,097,282",Europe and Central Asia,A,"3,537.85","3,471.15",66.70,97.00,97,97,,"1,000",0.00%,,900,0.00%,2,100,2.00%,"303,677",407,0.00,8.15,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.02,,,,,,,,,,,,,,,,,,,,,,,,"3,537.85",,Slovakia,93,2011,,,,,,
Luxembourg,EUR,"506,953",Europe and Central Asia,A,332.90,224.71,108.19,97.14,97,97,,,0.00%,,,0.00%,,,100.00%,"49,705",67,0.00,66.68,0.72,0.10,0.24,0.00,0.38,0.22,0.00,0.08,0.41,0.00,0.00,0.00,2.14,,,,,,,,,,,,,,,,,,,,,,,,332.90,,Sweden,97,2011,,,,,,
