Disease,TB,,,,,,,,,,,,,,Malaria,,,,,,,,,,,,HIV,,,,,,,,,,,,Roundworm,,,Hookworm,,Whipworm,,,Schistosomiasis,Onchocerciasis,LF,,
Company,F. Hoffmann-La Roche Ltd,Pfizer Inc.,Sanofi,Merck,Merck,Pfizer Inc.,Pfizer Inc.,Pfizer Inc.,Bristol-Myers Squibb,Eli Lilly and Company,Daiichi Sankyo,Bayer Healthcare,"Kyorin Pharmaceutical Co., Ltd.",Daiichi Sankyo,Novartis,Sanofi,Chongqing Holley Pharmaceutical Co. Ltd and Sigma Tau Industrie Farmaceutiche,Sanofi,Artepharm,F. Hoffmann-La Roche Ltd,Sanofi,Taisho Pharmaceuticals,Pfizer Inc.,Sanofi,Bayer Healthcare,Imperial Chemical Industries,Shire Pharmaceuticals,GlaxoSmithKline,GlaxoSmithKline,Bristol-Myers Squibb,Bristol-Myers Squibb,Merck,"Gilead Sciences, Inc.",Abbott Laboratories,Boehringer Ingelheim,"Gilead Sciences, Inc.",Bristol-Myers Squibb,Pfizer Inc.,GlaxoSmithKline,Johnson and Johnson,Merck,GlaxoSmithKline,Johnson and Johnson,GlaxoSmithKline,Johnson and Johnson,Merck,Bayer Healthcare,,GlaxoSmithKline,Merck,Pfizer Inc.
 ,Isoniazid (H or INH),Ethambutol (E or EMB),RIfampicin (R or RMP),Pyrazinamide (Z or PZA),Streptomycin (S or STR),Ethionamide (Eto),p-aminosalicylic acid (PAS),Cycloserine (Cs),Amikacin (Amk),Capreomycin (Cm),Levofloxacin (Lfx),Moxifloxacin (Mfx),Gatifloxacin (Gfx),Ofloxacin (Ofx),Artemether-Lumefantrine (AL),Artesunate / Sulfadoxine-pyrimethamine (AS + SP),DHA-Piperaquine (DHA-PPQ),Artesunate/Amodiaquine (AS + AQ),Artemisinin + Piperaquine (ART + PPQ),Sulfadoxine-pyrimethamine (SP),Artesunate+Mefloquine+Primaquine (AS + MQ + PQ),Clarithromycin (CL),Doxycycline (D),Chloroquine + Primaquine (CQ + PQ),Chloroquine (CQ),Proguanil (PG),Lamivudine (3TC),Abacavir (ABC),Zidovudine (AZT),Didanosine (ddl),Stavudine (d4t),Efavirenz (EFV),Emtricitabine (FTC),Lopinavir / Ritonavir (LPV/r),Nevirapine (NVP),Tenofovir (TDF),Atazanafir/Ritonavir (ATV/r),Nelfinavir (NFV),Albendazole (ALB),Mebendazole (MBD),Ivermectin (IVM),Albendazole (ALB),Mebendazole (MBD),Albendazole (ALB),Mebendazole (MBD),Ivermectin (IVM),Praziquantel (PZQ),,Albendazole (ALB),Ivermectin (IVM),Diethylcarbamazine (DEC)
Mongolia,7909.7542,7909.7542,7909.7542,7916.542496,8.024705239,22.11153671,22.11153671,25.39245981,1.093641034,1.093641034,22.93176749,0.820230775,0.820230775,0.820230775,0,0,0,0,0,0,0,0,0,0,0,0,11.19462891,0.003120626,4.620482728,0,5.011119599,4.786315969,0.692079011,0.064268917,7.036123037,2.25198497,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Montenegro,81.69232297,81.69232297,81.69232297,81.69232297,0,0,0,0.069874603,0.023291534,0.023291534,0.017468651,0.017468651,0.017468651,0.017468651,0,0,0,0,0,0,0,0,0,0,0,0,0.302682901,0.041879627,0.101983785,0,0.158819488,0.093325652,0,0.031813291,0.170889188,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Montserrat,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Morocco,64660.99706,64660.99706,64660.99706,64665.02159,4.757561306,11.94928474,11.94928474,44.03259789,10.69443771,10.69443771,19.97011303,8.020828286,8.020828286,8.020828286,0,0,0,0,0,0,0,0,0,0,0,0,481.344257,3.899537568,196.7342198,0,217.2560655,202.8068747,28.13159874,5.491622835,300.595993,91.58603291,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Mozambique,134495.7806,134495.7806,134495.7806,134500.2899,5.33068839,16.38016414,16.38016414,73.95617419,19.19200335,19.19200335,30.77416666,14.39400251,14.39400251,14.39400251,1898360.997,0,0,0,0,0,0,0,0,0,0,0,90335.18947,1592.499763,36545.91209,0,41237.47095,37089.98345,4825.156126,1646.06787,56182.57613,15784.4628,0,0,8580.6568,0,0,215.586464,0,288.358066,0,111.4683207,299.5290883,,83.78100635,83.78100635,0
Myanmar,286197.1371,286197.1371,286197.1371,286205.9611,10.43125283,33.36843797,33.36843797,299.3298159,88.65379266,88.65379266,99.85878246,66.49034449,66.49034449,66.49034449,13714.71862,0,14093.5943,0,0,0,0,0,0,18783.38033,9391.690164,0,8491.013927,99.21761025,3450.641602,0,3847.437052,3563.428534,486.1994957,119.0969955,5279.536702,1579.917158,0,0,0,0,0,0,0,0,0,0,0,,116.4233971,0,116.4233971
Namibia,10510.9679,10510.9679,10510.9679,10517.78557,8.059424904,25.23603221,25.23603221,31.7491906,2.171052795,2.171052795,26.86432181,1.628289596,1.628289596,1.628289596,6231.419579,0,0,0,0,0,0,0,0,0,0,0,11112.94243,184.3339207,4532.845119,0,5111.338439,4401.957848,552.4665648,188.9641748,7045.759401,1836.891517,0,0,0,0,0,0,0,0,0,0,26.57132527,,0,0,0
Nauru,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Nepal,109758.8654,109758.8654,109758.8654,109776.4548,20.79304804,59.95546258,59.95546258,110.8064004,16.95031262,16.95031262,72.66819705,12.71273447,12.71273447,12.71273447,359.5871176,0,0,0,0,0,0,0,0,1223.819498,611.9097489,0,1661.941908,12.95204151,678.4360562,0,748.6768051,705.8631203,98.88712266,18.75141636,1034.293745,320.7641274,0,0,307.5450158,0,0,1490.926401,0,35.33545294,0,0,0,,118.1853301,0,118.1853301
Netherlands,991.2144045,991.2144045,991.2144045,991.4981035,0.335371469,1.218697134,1.218697134,1.300408867,0.027237244,0.027237244,1.239125068,0.020427933,0.020427933,0.020427933,0,0,0,0,0,0,0,0,0,0,0,0,5.805918217,0.803314926,1.95620405,0,3.046399242,1.790127887,0,0.61022728,3.27791444,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
New Caledonia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
New Zealand,223.1494841,223.1494841,223.1494841,223.1494841,0,0,0,0.007213183,0.002404394,0.002404394,0.001803296,0.001803296,0.001803296,0.001803296,0,0,0,0,0,0,0,0,0,0,0,0,2.605493416,0.017641594,1.068795639,0,1.176437801,1.090879509,0.150984764,0.026927608,1.636052479,0.493603146,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Nicaragua,4612.786998,4612.786998,4612.786998,4613.293219,0.598423203,1.633596505,1.633596505,2.280639416,0.21568097,0.21568097,1.795357233,0.161760728,0.161760728,0.161760728,0,0,0,0,0,0,0,0,0,26.45152168,14.82873862,0,199.2638366,4.860019421,160.087841,0.260005521,9.628614025,138.4466334,14.06404913,21.58384673,31.47579858,39.01141673,21.92731149,0.154301031,0,0,0,0,0,0,0,0,0,,0,0,0
Niger,74472.18065,74472.18065,74472.18065,74475.40272,3.808925407,12.42786467,12.42786467,80.24841896,22.60685143,22.60685143,29.38300324,16.95513857,16.95513857,16.95513857,793015.2863,0,0,0,0,0,0,0,0,0,0,0,3280.902977,27.39308279,1341.660689,0,1481.749123,1377.713509,190.2230864,37.91936985,2051.429707,620.3231688,0,0,0,0,0,0,0,0,0,0,117.470446,,0,0,0
Nigeria,578621.3303,578621.3303,578621.3303,578622.2884,1.132681677,3.574601769,3.574601769,130.4003892,42.27526249,42.27526249,35.28104863,31.70644687,31.70644687,31.70644687,11699762.36,0,0,9543742.713,0,0,0,0,0,0,0,0,132055.8717,1794.442159,53604.35874,0,59917.05411,55113.30384,7418.617723,2034.161958,82057.26481,24158.6344,0,0,0,0,0,0,0,0,0,0,23328.3744,,0,0,0
Niue,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Northern Mariana Islands,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Norway,246.3355976,246.3355976,246.3355976,246.5663127,0.272737232,0.909488317,0.909488317,0.934862594,0.008458092,0.008458092,0.915831886,0.006343569,0.006343569,0.006343569,0,0,0,0,0,0,0,0,0,0,0,0,0.437632456,0.060551436,0.147452711,0,0.229628309,0.134934395,0,0.045997076,0.24707922,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Oman,697.19377,697.19377,697.19377,697.2659721,0.085352887,0.195709125,0.195709125,0.792227206,0.198839361,0.198839361,0.344838645,0.14912952,0.14912952,0.14912952,0,0,0,0,0,0,0,0,0,0,0,0,26.68939671,0.085503438,11.00621575,0,12.01166107,11.21407876,1.577376603,0.205877063,16.83479647,5.163393054,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Pakistan,698921.1657,698921.1657,698921.1657,698936.2469,17.82814501,71.95293061,71.95293061,590.5305997,172.859223,172.859223,201.5973479,129.6444173,129.6444173,129.6444173,0,13126.77227,0,0,0,0,0,0,0,31704.19196,15852.09598,0,115.3021202,0.844528531,47.03565457,0,51.84604796,49.30889055,6.972039829,1.27111667,71.56974567,22.54792897,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Palau,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Panama,2083.001991,2083.001991,2083.001991,2083.402261,0.4731746,1.294526413,1.294526413,3.168748138,0.624740575,0.624740575,1.763081844,0.468555431,0.468555431,0.468555431,0,0,0,0,0,1.130730453,0,0,0,20.36537522,10.18268761,0,78.60738406,2.036510131,62.34021923,0.147908304,4.043941582,53.11278771,5.808045955,9.153490926,13.11463581,16.14266738,9.094660468,0.08776341,0,0,0,0,0,0,0,0,0,,0,0,0
Papua New Guinea,33841.10273,33841.10273,33841.10273,33841.10273,0,0,0,29.90895555,9.969651848,9.969651848,7.477238886,7.477238886,7.477238886,7.477238886,5229.26316,0,0,0,0,0,0,0,0,0,0,0,2510.367667,24.26874781,1029.404431,0,1139.674031,1030.837218,138.2908155,30.81514293,1583.371166,455.3112722,0,0,8.117227921,0,0,52.87485306,0,0,0,0,0,,0,0,0
Paraguay,3440.006004,3440.006004,3440.006004,3440.236048,0.271943512,0.661607288,0.661607288,2.949568967,0.762653893,0.762653893,1.233597708,0.57199042,0.57199042,0.57199042,0,0,0,0,0,0,0,0,0,0.051831119,0.025915559,0,522.9018008,12.80864323,420.8518192,1.480017186,25.4100046,353.8443256,36.75273496,61.94895198,87.0160863,102.0640859,57.44625663,0.878932463,0,0,0,0,0,0,0,0,0,,0,0,0
Peru,29117.44398,29117.44398,29117.44398,29145.46615,33.12609013,97.20160219,97.20160219,122.7961464,8.53151472,8.53151472,103.6002382,6.39863604,6.39863604,6.39863604,0,0,0,0,0,0,0,0,0,32.32217954,16.16108977,0,71.92122774,0,74.97239185,3.051164107,0,33.38179608,0,20.65262682,19.12702608,0,0,1.810942867,0,0,0,0,0,0,0,0,0,,0,0,0
Philippines,343194.6139,343194.6139,343194.6139,343209.6472,17.77151634,50.71745234,50.71745234,343.61756,97.63336921,97.63336921,123.9424792,73.22502691,73.22502691,73.22502691,416.7121013,0,0,0,0,0,0,0,0,730.4107282,365.2053641,0,200.80157,0.373497529,83.1230662,0,90.4068397,83.78835993,11.76045937,1.330779286,127.3937853,38.65862591,0,0,1577.989107,0,539.0968665,483.2869449,0,88.50460838,0,46.29619227,8142.616117,,61.96921606,61.96921606,0
Poland,7260.772918,7260.772918,7260.772918,7262.283211,1.785374674,4.186249073,4.186249073,4.58374046,0.132497129,0.132497129,4.28562192,0.099372847,0.099372847,0.099372847,0,0,0,0,0,0,0,0,0,0,0,0,28.80471742,0.018967433,11.89464367,0,12.91140779,12.25295474,1.760395395,0.171662146,18.1387416,5.740093921,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Portugal,2899.631622,2899.631622,2899.631622,2900.694689,1.256691991,3.118173489,3.118173489,3.257347122,0.046391211,0.046391211,3.152966897,0.034793408,0.034793408,0.034793408,0,0,0,0,0,0,0,0,0,0,0,0,2.656216342,0.36751779,0.894966303,0,1.393732248,0.818986208,0,0.279179901,1.499650801,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Puerto Rico,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Qatar,532.8920193,532.8920193,532.8920193,533.0340551,0.167905998,0.395018186,0.395018186,0.417924515,0.007635443,0.007635443,0.400744768,0.005726582,0.005726582,0.005726582,0,0,0,0,0,0,0,0,0,0,0,0,2.769227398,0.010673983,1.140273815,0,1.246634812,1.165223554,0.163776094,0.022750833,1.743495001,0.535420882,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Republic of Korea,33237.04763,33237.04763,33237.04763,33237.04763,0,0,0,9.841784993,3.280594998,3.280594998,2.460446248,2.460446248,2.460446248,2.460446248,0,0,0,0,0,0,0,0,0,1.589416302,0.794708151,0,179.7239722,0.063006351,74.34054028,0,80.61606189,76.07504051,10.88669697,1.018910395,113.5145469,35.59106061,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Republic of Moldova,4574.773705,4574.773705,4574.773705,4596.654007,25.86554844,109.0518994,109.0518994,120.8090322,3.919044252,3.919044252,111.9911826,2.939283189,2.939283189,2.939283189,0,0,0,0,0,0,0,0,0,0,0,0,350.3675637,1.137259051,144.0002941,0,157.2640863,149.3071394,21.30926252,2.774471588,219.434473,69.27518677,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Romania,24024.24231,24024.24231,24024.24231,24040.35918,19.05236619,55.28082803,55.28082803,61.66025641,2.126476127,2.126476127,56.87568513,1.594857095,1.594857095,1.594857095,0,0,0,0,0,0,0,0,0,0,0,0,160.5730809,0.319998665,66.56158683,0,72.40520271,66.51212158,9.265171803,1.066208193,102.2167498,30.55146451,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Russia,252138.1078,252138.1078,252138.1078,252138.1078,0,0,0,218.0116525,72.67055082,72.67055082,54.50291311,54.50291311,54.50291311,54.50291311,0,0,0,0,0,0,0,0,0,0,0,0,4016.954175,1.12520294,1657.173585,0,1797.374439,1721.025742,249.3810522,23.17222072,2522.137265,810.6620003,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Rwanda,44972.85794,44972.85794,44972.85794,44986.67897,16.33836644,50.97027963,50.97027963,80.41171054,9.813810305,9.813810305,58.33063735,7.360357729,7.360357729,7.360357729,74834.13752,0,0,0,0,0,0,0,0,0,0,0,4193.980518,96.8628311,1698.784996,0,1940.067622,1637.303982,196.2273305,91.14989074,2646.841559,654.4923992,0,0,6877.733147,0,0,3382.896648,0,106.5310461,0,44.72038695,223.1819307,,0,0,0
Saint Kitts and Nevis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Saint Lucia,73.92425075,73.92425075,73.92425075,73.92425075,0,0,0,0.062969839,0.020989946,0.020989946,0.01574246,0.01574246,0.01574246,0.01574246,0,0,0,0,0,0,0,0,0,0,0,0,38.06834973,0.751497225,32.29359214,0.323169765,1.488857573,24.86307869,2.174701988,5.365069385,6.755420944,6.03227454,3.390585985,0.192066476,0,0,0,0,0,0,0,0,0,,0,0,0
Saint Vincent and the Grenadines,21.68658536,21.68658536,21.68658536,21.68658536,0,0,0,0.020612404,0.006870801,0.006870801,0.005153101,0.005153101,0.005153101,0.005153101,0,0,0,0,0,0,0,0,0,0,0,0,67.62219879,1.456422016,56.18792374,0.383673636,2.885446382,45.26348658,4.21463147,8.671881955,11.48606253,11.69071176,6.571047654,0.228025178,0,0,0,0,0,0,0,0,0,,0,0,0
Samoa,89.19868389,89.19868389,89.19868389,89.19868389,0,0,0,0.075980841,0.025326947,0.025326947,0.01899521,0.01899521,0.01899521,0.01899521,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
San Marino,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Sao Tome and Principe,143.7988825,143.7988825,143.7988825,143.7988825,0,0,0,0.127614924,0.042538308,0.042538308,0.031903731,0.031903731,0.031903731,0.031903731,0,0,0,600.4475229,0,0,0,0,0,0,0,0,4.506350402,0.035756312,1.840012029,0,2.030775617,1.91056095,0.266993121,0.051227766,2.806262516,0.866799565,0,0,30.70696895,0,12.72939299,4.532177917,0,3.950671909,0,1.578891115,5.686867219,,0,0,0
Saudi Arabia,9992.933456,9992.933456,9992.933456,9992.933456,0,0,0,8.581882693,2.860627564,2.860627564,2.145470673,2.145470673,2.145470673,2.145470673,0,87.13226458,0,0,0,0,0,0,0,111.0885128,55.54425639,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Senegal,40028.0595,40028.0595,40028.0595,40028.58415,0.62020936,2.20928114,2.20928114,22.7420441,6.844254321,6.844254321,7.34247188,5.133190741,5.133190741,5.133190741,28473.17014,0,0,23567.80887,0,0,0,0,0,0,0,0,352.3819195,52.56611447,117.8254324,0,181.9903726,111.9436508,0,40.13022949,192.2107552,0,0,0,0,0,0,0,0,0,0,0,1901.383535,,0,0,0
Serbia,1619.805776,1619.805776,1619.805776,1620.05849,0.298741927,0.684662551,0.684662551,0.832399138,0.049245529,0.049245529,0.721596698,0.036934147,0.036934147,0.036934147,0,0,0,0,0,0,0,0,0,0,0,0,41.85043033,0.070692667,17.26265488,0,18.77942601,17.75989728,2.536619831,0.280505862,26.3375667,8.274276606,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Seychelles,28.60819439,28.60819439,28.60819439,28.60819439,0,0,0,0.02487516,0.00829172,0.00829172,0.00621879,0.00621879,0.00621879,0.00621879,0,0,0,0,0,0,0,0,0,0,0,0,10.10962966,0.052426328,4.161069027,0,4.56203857,4.220373365,0.585624152,0.092161303,6.375044999,1.919719883,0,0,0.679601203,0.78199751,0,1.24641817,1.016137817,1.289940396,1.736774837,0,0,,0,0,0
Sierra Leone,27994.74863,27994.74863,27994.74863,27994.74863,0,0,0,24.70479159,8.234930531,8.234930531,6.176197898,6.176197898,6.176197898,6.176197898,530299.5829,0,0,407881.8377,0,0,0,0,0,0,0,0,1633.05231,28.3968601,659.592046,0,744.4136812,675.9425289,88.87996791,29.61341839,1012.053488,289.5296905,0,0,1417.294098,0,0,1529.902557,0,51.82572069,0,21.69748288,43.88906996,,0,0,0
Singapore,993.6512358,993.6512358,993.6512358,993.7094196,0.068781311,0.159670458,0.159670458,0.203194141,0.014507894,0.014507894,0.170551378,0.010880921,0.010880921,0.010880921,0,0,0,0,0,0,0,0,0,0,0,0,8.398928064,0.623104968,3.129772211,0,4.085525268,3.084838453,0.249027679,0.496351765,4.968869942,0.809553296,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Sint Maarten (Dutch part),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Slovakia,657.0131719,657.0131719,657.0131719,657.047259,0.040295649,0.151959482,0.151959482,0.241369031,0.029803183,0.029803183,0.174311869,0.022352387,0.022352387,0.022352387,0,0,0,0,0,0,0,0,0,0,0,0,7.106984161,0.001750186,2.970952187,0,3.213720336,2.873474442,0.394180855,0.036088789,4.591601784,1.314742307,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Slovenia,215.3398191,215.3398191,215.3398191,215.3398191,0,0,0,0.18391932,0.06130644,0.06130644,0.04597983,0.04597983,0.04597983,0.04597983,0,0,0,0,0,0,0,0,0,0,0,0,0.113044915,0.015641052,0.038088535,0,0.059315328,0.034854927,0,0.011881513,0.063823076,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Solomon Islands,1820.739692,1820.739692,1820.739692,1820.739692,0,0,0,1.55093469,0.51697823,0.51697823,0.387733673,0.387733673,0.387733673,0.387733673,892.983976,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.359906218,0.333788762,0,32.85668343,18.87944284,1.896808645,2.284302819,0,0,,0,0,0
Somalia,77630.08737,77630.08737,77630.08737,77630.08737,0,0,0,30.12787998,10.04262666,10.04262666,7.531969996,7.531969996,7.531969996,7.531969996,0,77710.12732,0,0,0,0,0,0,0,0,0,0,369.2538968,1.455958573,151.1766365,0,165.3660544,159.3071643,22.9908499,3.178082216,229.5529607,74.24609719,0,0,0,0,0,0,0,0,0,0,2411.011875,,0,0,0
South Africa,192536.3601,192536.3601,192536.3601,192682.5682,172.8381536,537.1020464,537.1020464,744.3492329,69.08239552,69.08239552,588.913843,51.81179664,51.81179664,51.81179664,1616.155755,0,0,0,0,0,0,676.6036238,731.8142116,0,0,0,47720.86359,408.7604937,19579.5078,0,21636.34514,19687.81831,2665.477951,548.7331358,30088.32405,8761.728113,0,0,283.654495,0,110.3916663,1105.075128,0,1039.7736,0,338.3619182,852.100357,,0,0,0
South Sudan,0,0,0,0,0,0,0,56.99424163,18.99808054,18.99808054,14.24856041,14.24856041,14.24856041,14.24856041,0,0,0,8352.697506,0,0,0,0,0,0,98926.6766,49463.3383,105.8791204,15.77953223,35.40624425,0,54.69334392,33.62323094,0,12.04567886,57.77850842,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Spain,5854.601484,5854.601484,5854.601484,5854.601484,0,0,0,0.076448774,0.025482925,0.025482925,0.019112194,0.019112194,0.019112194,0.019112194,0,0,0,0,0,0,0,0,0,0,0,0,165.888552,0.214399965,68.53425259,0,74.48232623,70.10663332,9.9847192,1.054014665,104.6864551,32.64229245,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Sri Lanka,16987.92303,16987.92303,16987.92303,16988.0362,0.133777082,0.405157574,0.405157574,0.593688041,0.062843489,0.062843489,0.45229019,0.047132617,0.047132617,0.047132617,0.500747346,0,0,0,0,0,0,0,0,112.4081583,56.20407913,0,129.9703017,0.643722746,53.31643875,0,58.44672322,55.16791347,7.796403008,1.188959184,81.31636171,25.35981994,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Sudan,76153.87614,76153.87614,76153.87614,76155.09405,1.439744346,6.339540962,6.339540962,71.95304674,21.87116859,21.87116859,22.74291741,16.40337644,16.40337644,16.40337644,53190.42857,1786332.967,0,0,0,0,0,0,0,0,53190.42857,26595.21429,3535.414024,50.62899837,1428.771248,0,1600.029945,1496.900278,204.4709866,57.06069382,2178.324809,660.4548195,0,0,0,0,0,0,0,0,0,0,712.8172954,,0.19032202,0.19032202,0
Suriname,126.6491062,126.6491062,126.6491062,126.6491062,0,0,0,0.122037088,0.040679029,0.040679029,0.030509272,0.030509272,0.030509272,0.030509272,6.340635659,0,0,0,0,0,0,0,0,12.74846547,6.374232735,0,589.0890226,1.071054737,243.4345719,0,264.8417304,247.7286492,35.04435452,3.939229797,372.3247214,114.78602,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Swaziland,5835.518636,5835.518636,5835.518636,5850.323313,17.50117969,54.95388232,54.95388232,62.80562923,2.617248969,2.617248969,56.91681905,1.962936727,1.962936727,1.962936727,17.00535789,0,0,0,0,0,0,0,0,0,0,0,8735.529962,88.72851918,3585.932847,0,3977.359986,3548.776297,469.9243037,109.2434884,5533.919978,1553.432914,0,0,20.65746414,0,8.03939979,128.0280948,0,32.49490496,0,12.7828839,9.293553657,,0,0,0
Sweden,148.9681616,148.9681616,148.9681616,149.1342457,0.196334446,0.684619136,0.684619136,0.700555671,0.005312178,0.005312178,0.68860327,0.003984134,0.003984134,0.003984134,0,0,0,0,0,0,0,0,0,0,0,0,1.143081428,0.158158338,0.385141581,0,0.59978151,0.352444155,0,0.120142834,0.645362711,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Switzerland,83.30200286,83.30200286,83.30200286,83.33992818,0.044832985,0.164427568,0.164427568,0.181472437,0.005681623,0.005681623,0.168688786,0.004261217,0.004261217,0.004261217,0,0,0,0,0,0,0,0,0,0,0,0,8.423707149,1.165515846,2.8382229,0,4.419968403,2.597265844,0,0.885368293,4.755869834,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Syrian Arab Republic,7300.9606,7300.9606,7300.9606,7301.450873,0.579569851,2.375421373,2.375421373,5.32719938,0.983926003,0.983926003,3.113365875,0.737944502,0.737944502,0.737944502,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Tajikistan,9859.633825,9859.633825,9859.633825,9866.361487,7.953028488,27.49897519,27.49897519,39.94150546,4.147510088,4.147510088,30.60960776,3.110632566,3.110632566,3.110632566,0.151676262,0,0,0,0,0,0,0,0,15.57496432,7.787482161,0,317.1848276,0.288627868,130.6085013,0,141.8745349,136.3894968,19.79854783,1.994398432,198.5690064,64.21171134,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Tanzania,126489.6869,126489.6869,126489.6869,126489.6869,0,0,0,124.1073324,41.36911078,41.36911078,31.02683309,31.02683309,31.02683309,31.02683309,4465519.188,0,0,0,0,0,0,0,0,0,0,0,133710.0591,1887.382844,54376.23296,0,60852.32313,55089.04752,7292.545614,2090.777192,83537.50859,23886.66578,0,0,0,0,0,0,0,0,0,0,10980.87212,,15.99312243,15.99312243,0
Thailand,82183.51443,82183.51443,82183.51443,82183.74039,0.267123891,1.078431379,1.078431379,75.2095065,24.71035837,24.71035837,19.61120016,18.53276878,18.53276878,18.53276878,0,0,0,0,0,0,0,0,0,679.1198777,339.5599389,0,32825.97879,397.9185155,13420.95236,0,14970.70367,13352.71986,1756.866805,458.7647547,20710.11233,5793.271047,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
The Former Yugoslav Republic of Macedonia,686.3871998,686.3871998,686.3871998,686.685817,0.353006871,1.33122911,1.33122911,1.566208709,0.078326533,0.078326533,1.38997401,0.0587449,0.0587449,0.0587449,0,0,0,0,0,0,0,0,0,0,0,0,0.047343199,0.006550471,0.015951475,0,0.024841253,0.01459724,0,0.004975976,0.026729098,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Timor-Leste,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,56.2790261,0,56.2790261
